target_measurement	structure_features
P18031_pIC50	FP13,FP14,FP21,FP22,FP23,FP24,FP25,FP27,FP28,FP29,FP32,FP36,FP38,FP42,FP43,FP46,FP47,FP48,FP49,FP50,FP52,FP54,FP56,FP57,FP62,FP63,FP65,FP66,FP69,FP70,FP72,FP74,FP76,FP77,FP79,FP80,FP81,FP83,FP87,FP88,FP89,FP90,FP92,FP95,FP96,FP97,FP99,FP100,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP113,FP114,FP115,FP116,FP117,FP118,FP120,FP121,FP123,FP126,FP127,FP131,FP132,FP133,FP134,FP135,FP137,FP139,FP140,FP141,FP142,FP143,FP147,FP149,FP153,FP155,FP156,FP158,FP160,FP161
P18405_pIC50	FP26,FP45,FP50,FP76,FP82,FP86,FP90,FP96,FP104,FP105,FP108,FP118,FP128,FP131,FP132,FP147,FP149,FP150
P20309_pKi	FP19,FP22,FP50,FP57,FP62,FP66,FP76,FP86,FP91,FP93,FP95,FP97,FP105,FP106,FP109,FP110,FP111,FP112,FP114,FP115,FP117,FP123,FP125,FP129,FP131,FP132,FP133,FP135,FP138,FP139,FP141,FP142,FP144,FP145,FP147,FP150,FP151,FP152,FP154,FP156,FP157,FP159,FP162,FP163,FP164
P20701_pIC50	FP37,FP42,FP53,FP57,FP62,FP74,FP75,FP77,FP79,FP80,FP82,FP83,FP85,FP86,FP87,FP91,FP96,FP97,FP98,FP100,FP103,FP106,FP112,FP115,FP120,FP121,FP122,FP128,FP129,FP132,FP133,FP135,FP137,FP138,FP146,FP147,FP148,FP149,FP152,FP153
P21452_pKi	FP30,FP37,FP49,FP52,FP57,FP62,FP74,FP90,FP97,FP102,FP104,FP105,FP113,FP126,FP127,FP128,FP129,FP132,FP133,FP135,FP139,FP143,FP146,FP150,FP152,FP155,FP157
P21453_pEC50	FP8,FP11,FP22,FP23,FP25,FP28,FP29,FP38,FP42,FP43,FP46,FP48,FP51,FP52,FP53,FP54,FP55,FP58,FP59,FP60,FP61,FP62,FP64,FP66,FP69,FP71,FP74,FP76,FP77,FP82,FP84,FP89,FP90,FP93,FP94,FP95,FP97,FP98,FP99,FP102,FP104,FP105,FP106,FP107,FP108,FP111,FP112,FP123,FP124,FP125,FP126,FP128,FP129,FP130,FP131,FP132,FP133,FP134,FP135,FP136,FP138,FP139,FP140,FP141,FP144,FP145,FP146,FP147,FP150,FP153,FP154,FP155,FP156,FP157,FP159,FP161,FP166
P21554_pIC50	FP11,FP23,FP36,FP38,FP45,FP47,FP52,FP53,FP54,FP57,FP62,FP65,FP66,FP74,FP75,FP76,FP79,FP80,FP83,FP87,FP91,FP92,FP94,FP95,FP96,FP97,FP98,FP100,FP103,FP105,FP107,FP110,FP111,FP112,FP117,FP118,FP122,FP123,FP124,FP125,FP129,FP130,FP131,FP133,FP134,FP135,FP136,FP139,FP140,FP141,FP144,FP147,FP148,FP149,FP150,FP151,FP157,FP160
P21731_pKd	FP22,FP50,FP72,FP75,FP76,FP78,FP83,FP85,FP86,FP90,FP96,FP98,FP99,FP105,FP109,FP119,FP122,FP123,FP125,FP126,FP138,FP139,FP150,FP152,FP157
P22303_pIC50	FP17,FP21,FP22,FP23,FP25,FP28,FP36,FP38,FP41,FP42,FP46,FP47,FP49,FP50,FP52,FP56,FP59,FP62,FP63,FP65,FP66,FP75,FP76,FP77,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP87,FP88,FP90,FP91,FP95,FP96,FP97,FP98,FP99,FP100,FP101,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP111,FP112,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP125,FP128,FP129,FP133,FP134,FP135,FP137,FP138,FP139,FP140,FP142,FP144,FP145,FP146,FP147,FP148,FP150,FP151,FP153,FP154,FP155,FP156,FP158,FP161,FP162
P22748_pKi	FP1,FP2,FP3,FP4,FP5,FP6,FP7,FP8,FP9,FP10,FP11,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP19,FP20,FP21,FP22,FP23,FP24,FP25,FP26,FP27,FP28,FP29,FP30,FP32,FP33,FP34,FP35,FP36,FP37,FP38,FP39,FP40,FP42,FP43,FP45,FP47,FP50,FP51,FP52,FP53,FP54,FP55,FP56,FP57,FP58,FP59,FP60,FP61,FP62,FP64,FP66,FP67,FP68,FP69,FP71,FP74,FP75,FP76,FP78,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP87,FP89,FP90,FP91,FP92,FP94,FP95,FP96,FP97,FP98,FP99,FP100,FP101,FP103,FP104,FP105,FP107,FP108,FP109,FP110,FP111,FP114,FP115,FP116,FP117,FP118,FP119,FP120,FP121,FP122,FP123,FP125,FP126,FP128,FP129,FP131,FP132,FP133,FP135,FP136,FP137,FP138,FP139,FP140,FP141,FP142,FP144,FP147,FP149,FP150,FP151,FP153,FP154,FP155,FP156,FP158,FP160,FP161,FP166
P22894_pKi	FP24,FP28,FP36,FP47,FP49,FP52,FP53,FP54,FP57,FP65,FP66,FP68,FP71,FP72,FP79,FP80,FP81,FP83,FP84,FP86,FP89,FP90,FP91,FP92,FP95,FP96,FP97,FP100,FP104,FP105,FP108,FP110,FP111,FP119,FP120,FP121,FP122,FP125,FP128,FP129,FP130,FP132,FP137,FP138,FP139,FP140,FP142,FP145,FP153,FP154,FP155,FP158,FP160
P23280_pKi	FP41,FP50,FP57,FP76,FP92,FP97,FP98,FP99,FP105,FP109,FP110,FP117,FP123,FP132,FP135,FP137,FP144,FP147,FP153,FP154,FP161
P24530_pKi	FP54,FP80,FP85,FP90,FP91,FP93,FP104,FP105,FP122,FP131,FP132,FP133,FP135,FP144,FP147,FP150,FP153,FP155
P25103_pKi	FP19,FP23,FP24,FP26,FP28,FP47,FP52,FP57,FP62,FP65,FP69,FP71,FP72,FP73,FP75,FP78,FP81,FP83,FP87,FP89,FP94,FP96,FP101,FP102,FP103,FP104,FP105,FP107,FP113,FP119,FP124,FP125,FP126,FP128,FP132,FP134,FP136,FP144,FP146,FP150,FP155,FP157,FP164
P25105_pIC50	FP19,FP36,FP45,FP47,FP52,FP65,FP76,FP79,FP80,FP83,FP87,FP90,FP91,FP94,FP96,FP99,FP104,FP108,FP120,FP124,FP135,FP138,FP150,FP151,FP154,FP155,FP158,FP160
P25929_pIC50	FP38,FP42,FP43,FP45,FP54,FP74,FP77,FP79,FP80,FP82,FP86,FP91,FP92,FP96,FP97,FP100,FP105,FP106,FP115,FP116,FP118,FP120,FP123,FP128,FP129,FP131,FP138,FP140,FP141,FP146,FP147,FP149,FP157,FP160
P26010_pIC50	FP37,FP53,FP54,FP62,FP74,FP77,FP90,FP92,FP93,FP95,FP97,FP104,FP105,FP110,FP111,FP115,FP117,FP123,FP125,FP126,FP127,FP131,FP136,FP139,FP140,FP141,FP143,FP144,FP145,FP150,FP155,FP157,FP160,FP163
P27487_pIC50	FP7,FP18,FP19,FP21,FP23,FP26,FP27,FP28,FP29,FP30,FP32,FP33,FP34,FP36,FP39,FP40,FP41,FP42,FP43,FP44,FP45,FP47,FP48,FP51,FP53,FP54,FP55,FP56,FP58,FP59,FP60,FP61,FP62,FP63,FP64,FP65,FP67,FP69,FP71,FP72,FP73,FP77,FP78,FP79,FP80,FP82,FP83,FP84,FP85,FP86,FP87,FP88,FP90,FP91,FP96,FP97,FP98,FP99,FP100,FP102,FP103,FP104,FP107,FP109,FP111,FP114,FP115,FP119,FP120,FP121,FP122,FP123,FP129,FP131,FP132,FP133,FP134,FP136,FP138,FP142,FP144,FP145,FP147,FP148,FP150,FP151,FP153,FP156,FP158,FP159,FP160,FP161,FP162,FP163,FP165
P27815_pKi	FP21,FP26,FP41,FP42,FP43,FP45,FP50,FP65,FP66,FP69,FP72,FP74,FP76,FP84,FP87,FP99,FP107,FP109,FP112,FP113,FP114,FP126,FP134,FP138,FP141,FP144,FP146
P28221_pKi	FP36,FP38,FP45,FP62,FP65,FP66,FP77,FP78,FP79,FP80,FP83,FP90,FP91,FP92,FP96,FP97,FP105,FP109,FP117,FP119,FP120,FP123,FP125,FP128,FP131,FP132,FP135,FP138,FP139,FP140,FP142,FP146,FP149,FP150,FP155,FP156,FP160,FP166
P28715_pIC50	FP42,FP106
P28907_pIC50	FP36,FP47,FP81,FP84,FP88,FP104,FP129
P29275_pKi	FP13,FP16,FP19,FP24,FP25,FP36,FP37,FP38,FP52,FP57,FP62,FP71,FP72,FP75,FP78,FP82,FP84,FP88,FP90,FP91,FP93,FP94,FP97,FP100,FP101,FP102,FP105,FP106,FP109,FP110,FP111,FP113,FP114,FP115,FP117,FP122,FP124,FP125,FP126,FP131,FP133,FP136,FP138,FP139,FP140,FP144,FP145,FP146,FP151,FP153,FP154,FP155,FP157
P29375_pIC50	FP13,FP24,FP52,FP65,FP71,FP75,FP79,FP80,FP83,FP95,FP96,FP102,FP120,FP121,FP123,FP137,FP140,FP151,FP162
P29466_pIC50	FP41,FP53,FP54,FP57,FP59,FP62,FP65,FP66,FP69,FP72,FP74,FP75,FP79,FP80,FP82,FP85,FP86,FP88,FP89,FP90,FP91,FP99,FP100,FP104,FP109,FP111,FP112,FP113,FP115,FP116,FP120,FP121,FP122,FP123,FP126,FP127,FP129,FP131,FP132,FP133,FP135,FP136,FP137,FP138,FP139,FP140,FP143,FP144,FP146,FP147,FP148,FP149,FP150,FP151,FP152,FP153,FP155
P30305_pIC50	FP24,FP27,FP38,FP43,FP45,FP49,FP50,FP52,FP56,FP57,FP62,FP63,FP65,FP69,FP71,FP72,FP76,FP77,FP78,FP79,FP80,FP82,FP86,FP89,FP90,FP91,FP92,FP94,FP95,FP97,FP99,FP102,FP104,FP108,FP109,FP110,FP111,FP113,FP114,FP117,FP118,FP119,FP120,FP123,FP124,FP125,FP126,FP128,FP131,FP132,FP133,FP135,FP136,FP139,FP140,FP141,FP142,FP144,FP146,FP147,FP149,FP150,FP152,FP153,FP154,FP157
P30419_pIC50	FP80,FP87,FP97,FP107,FP123,FP128,FP129,FP134,FP140,FP142
P30542_pEC50	FP25,FP28,FP36,FP38,FP41,FP47,FP49,FP54,FP57,FP59,FP64,FP65,FP72,FP77,FP79,FP80,FP81,FP84,FP88,FP89,FP90,FP91,FP98,FP101,FP109,FP111,FP123,FP132,FP153,FP154,FP155
P30556_pIC50	FP23,FP37,FP38,FP42,FP47,FP52,FP62,FP65,FP69,FP70,FP75,FP77,FP80,FP83,FP85,FP89,FP91,FP94,FP96,FP97,FP100,FP111,FP114,FP115,FP116,FP120,FP122,FP123,FP128,FP129,FP130,FP131,FP138,FP141,FP147,FP148,FP151,FP155
P30874_pKi	FP43,FP62,FP72,FP75,FP86,FP87,FP123,FP126,FP133,FP140,FP144,FP146,FP149,FP152,FP157,FP160
P30939_pKi	FP62,FP80,FP83,FP96,FP105,FP136
P30968_pIC50	FP22,FP25,FP42,FP43,FP49,FP51,FP52,FP55,FP58,FP60,FP61,FP65,FP66,FP67,FP70,FP73,FP74,FP84,FP87,FP94,FP98,FP100,FP106,FP107,FP112,FP115,FP118,FP120,FP124,FP130,FP132,FP134,FP138,FP149,FP151,FP160
P30989_pEC50	FP25,FP84
P31645_pKi	FP19,FP27,FP47,FP62,FP72,FP75,FP77,FP80,FP83,FP85,FP86,FP89,FP90,FP95,FP96,FP97,FP98,FP100,FP105,FP109,FP111,FP113,FP114,FP118,FP120,FP121,FP122,FP123,FP125,FP126,FP127,FP128,FP132,FP136,FP137,FP138,FP142,FP143,FP145,FP148,FP150,FP152,FP153,FP154,FP155,FP157,FP158,FP159,FP161,FP164
P31749_pIC50	FP19,FP38,FP41,FP52,FP62,FP65,FP75,FP78,FP80,FP83,FP84,FP89,FP91,FP95,FP96,FP98,FP104,FP105,FP107,FP111,FP113,FP119,FP120,FP121,FP126,FP129,FP131,FP133,FP134,FP137,FP139,FP150,FP153,FP155,FP164
P32238_pIC50	FP19,FP37,FP38,FP43,FP54,FP65,FP77,FP78,FP83,FP85,FP96,FP98,FP100,FP106,FP108,FP111,FP119,FP120,FP129,FP131,FP138,FP139,FP153
P32239_pIC50	FP19,FP23,FP37,FP42,FP43,FP53,FP54,FP62,FP65,FP66,FP74,FP75,FP77,FP83,FP84,FP85,FP86,FP88,FP90,FP93,FP96,FP97,FP98,FP100,FP101,FP106,FP108,FP112,FP114,FP115,FP116,FP120,FP122,FP123,FP127,FP131,FP132,FP133,FP138,FP139,FP140,FP141,FP143,FP144,FP146,FP148,FP149,FP150,FP153,FP160
P32245_pKi	FP1,FP2,FP8,FP13,FP22,FP23,FP24,FP25,FP27,FP29,FP30,FP31,FP35,FP38,FP39,FP40,FP43,FP48,FP49,FP52,FP54,FP62,FP65,FP66,FP71,FP72,FP75,FP77,FP78,FP79,FP80,FP83,FP84,FP86,FP87,FP94,FP95,FP97,FP98,FP101,FP103,FP104,FP105,FP106,FP107,FP109,FP112,FP113,FP115,FP116,FP118,FP119,FP120,FP124,FP125,FP126,FP129,FP131,FP132,FP134,FP135,FP136,FP140,FP141,FP142,FP144,FP146,FP149,FP150,FP151,FP158,FP159,FP160,FP161,FP162,FP163,FP165
P32247_pEC50	FP19,FP38,FP53,FP54,FP66,FP69,FP74,FP75,FP79,FP84,FP86,FP90,FP100,FP104,FP105,FP107,FP112,FP122,FP125,FP128,FP129,FP132,FP133,FP134,FP138,FP141,FP144,FP153,FP154,FP159
P32297_pIC50	FP86,FP136
P33032_pKi	FP17,FP25,FP54,FP78,FP105,FP114,FP115,FP119,FP120,FP135,FP136,FP140,FP146
P33527_pIC50	FP38,FP42,FP50,FP62,FP65,FP74,FP75,FP77,FP78,FP80,FP82,FP83,FP85,FP86,FP87,FP89,FP90,FP91,FP96,FP100,FP104,FP105,FP107,FP109,FP111,FP113,FP118,FP119,FP120,FP125,FP127,FP128,FP129,FP132,FP134,FP138,FP140,FP143,FP147,FP150,FP151,FP152,FP153,FP155
P34972_pIC50	FP38,FP62,FP65,FP75,FP76,FP87,FP90,FP91,FP97,FP98,FP99,FP100,FP103,FP104,FP105,FP107,FP111,FP113,FP116,FP122,FP125,FP127,FP128,FP134,FP139,FP143,FP144,FP148,FP153,FP155
P35348_pKi	FP23,FP45,FP50,FP51,FP57,FP59,FP60,FP61,FP62,FP64,FP65,FP66,FP67,FP69,FP73,FP74,FP75,FP76,FP80,FP86,FP89,FP90,FP93,FP97,FP99,FP104,FP105,FP110,FP111,FP118,FP120,FP125,FP126,FP128,FP129,FP138,FP145,FP146,FP149,FP150,FP151,FP154,FP155,FP157,FP160
P35367_pKi	FP8,FP11,FP17,FP19,FP22,FP23,FP24,FP25,FP26,FP28,FP34,FP36,FP38,FP41,FP42,FP46,FP47,FP56,FP57,FP62,FP63,FP64,FP70,FP72,FP74,FP75,FP79,FP80,FP82,FP83,FP84,FP85,FP86,FP87,FP89,FP90,FP91,FP92,FP93,FP96,FP97,FP98,FP99,FP101,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP110,FP114,FP115,FP116,FP117,FP118,FP120,FP122,FP123,FP125,FP127,FP133,FP134,FP135,FP136,FP138,FP139,FP141,FP142,FP143,FP144,FP146,FP148,FP149,FP150,FP151,FP152,FP154,FP155,FP156,FP159,FP160,FP166
P35372_pEC50	FP19,FP25,FP26,FP38,FP45,FP50,FP62,FP66,FP74,FP75,FP76,FP77,FP79,FP80,FP84,FP85,FP86,FP90,FP98,FP100,FP101,FP105,FP106,FP109,FP111,FP112,FP113,FP115,FP116,FP118,FP122,FP125,FP128,FP131,FP132,FP136,FP138,FP139,FP140,FP144,FP146,FP148,FP149,FP150,FP151,FP156,FP158,FP161
P35408_pKi	FP59,FP64,FP72,FP83,FP85,FP91,FP92,FP95,FP96,FP97,FP99,FP100,FP101,FP104,FP108,FP109,FP110,FP111,FP114,FP115,FP117,FP121,FP122,FP125,FP131,FP133,FP136,FP141,FP142,FP145,FP149,FP151,FP156,FP158,FP160,FP161
P35968_pKi	FP25,FP45,FP50,FP52,FP62,FP66,FP74,FP76,FP80,FP84,FP89,FP92,FP94,FP97,FP99,FP105,FP106,FP107,FP110,FP117,FP124,FP134,FP136,FP139,FP144,FP150,FP154
P37058_pIC50	FP37,FP52,FP62,FP66,FP76,FP78,FP80,FP92,FP94,FP96,FP99,FP104,FP105,FP112,FP113,FP116,FP119,FP120,FP124,FP128,FP145,FP147,FP149,FP150
P37288_pEC50	FP113,FP128,FP133,FP157
P39900_pKi	FP24,FP62,FP68,FP71,FP72,FP77,FP79,FP90,FP108,FP132,FP138,FP142
P40763_pIC50	FP19,FP26,FP29,FP36,FP43,FP47,FP48,FP52,FP53,FP59,FP69,FP75,FP77,FP79,FP81,FP84,FP85,FP88,FP90,FP94,FP98,FP99,FP102,FP104,FP106,FP111,FP112,FP120,FP122,FP124,FP128,FP130,FP131,FP135,FP136,FP148
P41143_pIC50	FP19,FP22,FP38,FP49,FP54,FP62,FP66,FP72,FP75,FP77,FP79,FP80,FP82,FP84,FP86,FP90,FP91,FP92,FP93,FP95,FP97,FP98,FP100,FP101,FP103,FP104,FP105,FP110,FP112,FP113,FP114,FP116,FP117,FP121,FP125,FP126,FP127,FP128,FP131,FP132,FP133,FP135,FP136,FP137,FP138,FP139,FP140,FP142,FP143,FP144,FP145,FP146,FP149,FP150,FP152,FP154,FP157,FP159,FP160,FP166
P41145_pEC50	FP19,FP25,FP38,FP50,FP52,FP59,FP62,FP64,FP65,FP66,FP75,FP76,FP77,FP78,FP79,FP80,FP86,FP87,FP94,FP97,FP98,FP101,FP104,FP105,FP109,FP111,FP112,FP116,FP118,FP120,FP124,FP128,FP129,FP135,FP138,FP147,FP150,FP151,FP155
P41146_pIC50	FP28,FP37,FP62,FP65,FP66,FP83,FP84,FP93,FP97,FP116,FP127,FP143,FP144,FP154,FP155
P41595_pIC50	FP38,FP42,FP57,FP66,FP79,FP95,FP112,FP132,FP133,FP135,FP151,FP159
P41968_pKi	FP25,FP42,FP43,FP53,FP54,FP62,FP65,FP74,FP75,FP77,FP78,FP95,FP97,FP98,FP106,FP108,FP109,FP114,FP115,FP119,FP120,FP129,FP135,FP136,FP140,FP141,FP146,FP150,FP159
P42338_pIC50	FP17,FP19,FP23,FP37,FP38,FP42,FP43,FP57,FP62,FP66,FP70,FP74,FP75,FP78,FP80,FP82,FP83,FP84,FP85,FP86,FP87,FP89,FP90,FP92,FP93,FP95,FP96,FP97,FP98,FP105,FP106,FP107,FP109,FP110,FP111,FP113,FP114,FP117,FP119,FP122,FP126,FP127,FP129,FP131,FP132,FP134,FP138,FP143,FP144,FP145,FP146,FP147,FP148,FP150,FP152,FP154,FP155,FP157,FP159,FP162
P42574_pIC50	FP23,FP32,FP33,FP36,FP37,FP47,FP49,FP53,FP54,FP59,FP62,FP65,FP67,FP72,FP74,FP75,FP79,FP82,FP89,FP90,FP92,FP94,FP95,FP96,FP97,FP100,FP104,FP108,FP110,FP111,FP115,FP116,FP117,FP120,FP122,FP124,FP127,FP128,FP129,FP131,FP132,FP133,FP135,FP136,FP138,FP139,FP140,FP142,FP143,FP146,FP147,FP148,FP150,FP151,FP152,FP155
P42892_pIC50	FP17,FP23,FP28,FP29,FP42,FP43,FP48,FP49,FP53,FP62,FP66,FP74,FP79,FP81,FP82,FP87,FP96,FP100,FP105,FP106,FP107,FP109,FP112,FP115,FP118,FP126,FP128,FP130,FP132,FP133,FP134,FP138,FP140,FP144,FP147,FP148,FP149,FP150,FP153,FP160
P43119_pIC50	FP59,FP62,FP64,FP72,FP81,FP91,FP95,FP96,FP99,FP105,FP106,FP110,FP112,FP135,FP150,FP156,FP161
P43166_pKi	FP32,FP33,FP51,FP52,FP53,FP57,FP58,FP61,FP62,FP69,FP74,FP76,FP80,FP83,FP84,FP90,FP91,FP94,FP105,FP117,FP119,FP120,FP125,FP131,FP132,FP149,FP151,FP156,FP160
P43220_pIC50	FP100,FP109,FP113,FP126,FP132,FP150,FP153,FP155,FP157
P43235_pKi	FP23,FP41,FP42,FP57,FP66,FP69,FP74,FP75,FP77,FP79,FP80,FP82,FP87,FP89,FP97,FP98,FP100,FP105,FP106,FP107,FP109,FP112,FP113,FP114,FP115,FP120,FP122,FP123,FP125,FP126,FP134,FP135,FP138,FP145,FP149,FP152,FP157,FP163
P43403_pIC50	FP25,FP45,FP47,FP50,FP53,FP75,FP76,FP79,FP82,FP85,FP89,FP95,FP97,FP98,FP99,FP105,FP106,FP107,FP108,FP109,FP117,FP118,FP127,FP128,FP129,FP131,FP132,FP133,FP134,FP139,FP140,FP143,FP146,FP151,FP153,FP155,FP160
P43681_pIC50	FP8,FP11,FP62,FP65,FP66,FP79,FP82,FP90,FP91,FP92,FP95,FP97,FP100,FP104,FP105,FP108,FP110,FP112,FP116,FP117,FP120,FP125,FP128,FP129,FP133,FP135,FP144,FP145,FP149,FP150,FP151,FP154,FP155,FP159
P45452_pIC50	FP1,FP2,FP6,FP7,FP8,FP9,FP10,FP12,FP13,FP14,FP15,FP16,FP17,FP18,FP20,FP23,FP25,FP28,FP30,FP31,FP32,FP33,FP34,FP35,FP46,FP49,FP50,FP56,FP59,FP63,FP65,FP66,FP68,FP69,FP72,FP74,FP76,FP79,FP82,FP84,FP91,FP92,FP95,FP97,FP99,FP100,FP104,FP105,FP106,FP108,FP110,FP112,FP113,FP117,FP122,FP123,FP125,FP126,FP127,FP131,FP136,FP138,FP139,FP140,FP141,FP142,FP143,FP144,FP146,FP147,FP148,FP149,FP151,FP152,FP153,FP154,FP155,FP156,FP157,FP158,FP159,FP160,FP161,FP162,FP163,FP164,FP165,FP166
P46098_pIC50	FP37,FP38,FP52,FP62,FP65,FP69,FP75,FP77,FP78,FP79,FP80,FP82,FP84,FP85,FP86,FP89,FP90,FP91,FP94,FP95,FP104,FP106,FP119,FP124,FP128,FP131,FP132,FP133,FP135,FP136,FP138,FP146,FP159
P47712_pIC50	FP32,FP33,FP42,FP69,FP72,FP76,FP80,FP81,FP82,FP87,FP88,FP90,FP94,FP95,FP97,FP99,FP100,FP103,FP104,FP105,FP106,FP107,FP114,FP115,FP117,FP118,FP119,FP120,FP123,FP128,FP129,FP131,FP134,FP136,FP138,FP144,FP150,FP151
P47989_pIC50	FP41,FP53,FP72,FP76,FP87,FP90,FP100,FP103,FP104,FP107,FP109,FP111,FP118,FP134,FP136,FP139,FP147,FP150,FP153
P49137_pIC50	FP1,FP7,FP9,FP10,FP22,FP23,FP25,FP28,FP29,FP35,FP36,FP38,FP40,FP42,FP43,FP44,FP45,FP47,FP48,FP53,FP54,FP57,FP59,FP62,FP64,FP65,FP68,FP69,FP70,FP73,FP75,FP76,FP77,FP79,FP80,FP82,FP83,FP84,FP89,FP90,FP91,FP92,FP95,FP96,FP97,FP98,FP100,FP101,FP103,FP104,FP105,FP106,FP108,FP110,FP111,FP114,FP115,FP116,FP117,FP118,FP120,FP123,FP125,FP127,FP129,FP130,FP131,FP133,FP135,FP137,FP138,FP139,FP140,FP142,FP143,FP144,FP146,FP147,FP150,FP151,FP152,FP153,FP155,FP156,FP159,FP161,FP163,FP165,FP166
P49146_pKi	FP65,FP86,FP88,FP89,FP93,FP96,FP97,FP109,FP120,FP124
P49286_pKi	FP11,FP38,FP57,FP59,FP64,FP66,FP77,FP79,FP81,FP86,FP88,FP93,FP95,FP100,FP105,FP108,FP109,FP115,FP116,FP125,FP129,FP132,FP138,FP139,FP144,FP145,FP147,FP152,FP159
P49327_pIC50	FP50,FP92,FP98,FP110,FP117,FP121,FP135,FP138,FP142,FP151,FP158,FP161
P49768_pEC50	FP54,FP62,FP115,FP133,FP135,FP144,FP145,FP150
P50579_pIC50	FP16,FP19,FP22,FP23,FP42,FP46,FP53,FP54,FP62,FP65,FP66,FP69,FP72,FP77,FP79,FP82,FP84,FP85,FP86,FP87,FP90,FP91,FP96,FP97,FP100,FP103,FP104,FP105,FP107,FP109,FP111,FP112,FP117,FP118,FP120,FP121,FP122,FP123,FP128,FP129,FP131,FP134,FP137,FP138,FP139,FP140,FP142,FP147,FP152,FP153,FP154,FP155,FP156,FP158,FP161,FP162,FP163
P51677_pIC50	FP42,FP62,FP65,FP66,FP82,FP83,FP87,FP91,FP96,FP101,FP103,FP104,FP107,FP112,FP120,FP128,FP133,FP134,FP135,FP149,FP150,FP159,FP160
P51681_pIC50	FP8,FP19,FP23,FP24,FP28,FP32,FP33,FP34,FP37,FP46,FP47,FP49,FP51,FP54,FP55,FP56,FP58,FP59,FP60,FP61,FP62,FP63,FP64,FP65,FP67,FP69,FP70,FP71,FP72,FP73,FP74,FP75,FP77,FP79,FP80,FP81,FP82,FP83,FP84,FP85,FP86,FP88,FP89,FP91,FP92,FP93,FP95,FP96,FP97,FP99,FP103,FP104,FP108,FP109,FP110,FP111,FP115,FP116,FP117,FP119,FP120,FP121,FP122,FP123,FP126,FP128,FP129,FP130,FP131,FP132,FP133,FP135,FP136,FP137,FP138,FP139,FP142,FP145,FP147,FP148,FP150,FP151,FP154,FP157,FP158,FP159,FP160,FP164,FP166
P51946_pIC50	FP38,FP53,FP66,FP77,FP84,FP98,FP105,FP107,FP108,FP109,FP112,FP134,FP138,FP144,FP150,FP155
P53779_pIC50	FP25,FP38,FP42,FP52,FP57,FP62,FP65,FP72,FP77,FP80,FP84,FP87,FP89,FP92,FP95,FP97,FP98,FP106,FP107,FP112,FP125,FP129,FP131,FP133,FP134,FP135,FP136,FP140,FP145,FP146,FP151,FP152,FP159
P55055_pIC50	FP17,FP32,FP33,FP42,FP51,FP52,FP55,FP58,FP59,FP60,FP61,FP62,FP64,FP66,FP67,FP72,FP73,FP80,FP81,FP82,FP86,FP88,FP90,FP91,FP94,FP100,FP101,FP102,FP103,FP104,FP105,FP106,FP107,FP108,FP109,FP111,FP112,FP114,FP115,FP116,FP117,FP118,FP120,FP123,FP124,FP125,FP128,FP129,FP130,FP132,FP134,FP135,FP136,FP137,FP138,FP139,FP140,FP144,FP146,FP148,FP149,FP151,FP153,FP154,FP155,FP157,FP159,FP160
P55210_pIC50	FP23,FP36,FP38,FP41,FP42,FP45,FP50,FP51,FP53,FP54,FP55,FP57,FP58,FP60,FP61,FP64,FP65,FP71,FP72,FP73,FP74,FP75,FP76,FP77,FP78,FP80,FP82,FP83,FP84,FP85,FP86,FP89,FP94,FP95,FP96,FP97,FP98,FP99,FP100,FP102,FP103,FP106,FP107,FP109,FP111,FP113,FP114,FP115,FP116,FP119,FP120,FP121,FP122,FP124,FP125,FP126,FP127,FP129,FP130,FP132,FP133,FP135,FP136,FP137,FP138,FP140,FP141,FP143,FP145,FP147,FP148,FP149,FP150,FP151,FP152,FP153,FP157,FP159
P55212_pIC50	FP41,FP42,FP50,FP53,FP72,FP76,FP80,FP96,FP97,FP99,FP109,FP135
P55263_pIC50	FP19,FP38,FP53,FP54,FP66,FP77,FP80,FP84,FP98,FP112,FP125,FP131,FP133,FP139,FP142,FP144,FP145,FP146,FP151,FP154
P56524_pIC50	FP22,FP36,FP38,FP42,FP54,FP57,FP62,FP65,FP77,FP78,FP80,FP84,FP85,FP88,FP89,FP91,FP97,FP99,FP104,FP105,FP106,FP107,FP112,FP114,FP116,FP119,FP120,FP121,FP122,FP123,FP132,FP134,FP136,FP140,FP142,FP146,FP148
P56817_pKi	FP23,FP25,FP37,FP43,FP51,FP55,FP58,FP60,FP61,FP62,FP65,FP67,FP73,FP77,FP78,FP79,FP80,FP82,FP84,FP86,FP87,FP88,FP91,FP93,FP94,FP95,FP98,FP100,FP102,FP104,FP105,FP108,FP111,FP113,FP115,FP119,FP122,FP123,FP124,FP125,FP127,FP130,FP131,FP133,FP135,FP136,FP138,FP140,FP141,FP143,FP144,FP145,FP147,FP148,FP149,FP153,FP162
P62937_pKd	FP53,FP74
