index1	index2	feature_jaccard_similarity
O00329_pIC50	P25103_pKi	0.42
O00329_pIC50	P25774_pKi	0.2903225806451613
O00329_pIC50	P25929_pIC50	0.3854166666666667
O00329_pIC50	P26010_pIC50	0.44954128440366975
O00329_pIC50	P27487_pIC50	0.3790849673202614
O00329_pIC50	P27695_pIC50	0.0784313725490196
O00329_pIC50	P27815_pIC50	0.46226415094339623
O00329_pIC50	P27986_pIC50	0.35051546391752575
O00329_pIC50	P28221_pKi	0.49074074074074076
O00329_pIC50	P28222_pKi	0.3076923076923077
O00329_pIC50	P28482_pKi	0.15730337078651685
O00329_pIC50	P28845_pIC50	0.5048543689320388
O00329_pIC50	P28907_pIC50	0.2887323943661972
O00329_pIC50	P29274_pKi	0.44360902255639095
O00329_pIC50	P29275_pKi	0.4339622641509434
O00329_pIC50	P29371_pIC50	0.2872340425531915
O00329_pIC50	P29375_pIC50	0.20149253731343283
O00329_pIC50	P29466_pIC50	0.41904761904761906
O00329_pIC50	P30305_pIC50	0.25742574257425743
O00329_pIC50	P30411_pKd	0.012345679012345678
O00329_pIC50	P30518_pKi	0.15730337078651685
O00329_pIC50	P30531_pIC50	0.08045977011494253
O00329_pIC50	P30536_pIC50	0.11904761904761904
O00329_pIC50	P30542_pEC50	0.07142857142857142
O00329_pIC50	P30556_pIC50	0.19402985074626866
O00329_pIC50	P30559_pEC50	0.14285714285714285
O00329_pIC50	P30874_pKi	0.425531914893617
O00329_pIC50	P30939_pKi	0.18487394957983194
O00329_pIC50	P30968_pIC50	0.4339622641509434
O00329_pIC50	P30989_pEC50	0.07766990291262135
O00329_pIC50	P31213_pIC50	0.30303030303030304
O00329_pIC50	P31391_pIC50	0.05952380952380952
O00329_pIC50	P31644_pKi	0.45714285714285713
O00329_pIC50	P31645_pKi	0.42990654205607476
O00329_pIC50	P31749_pIC50	0.4423076923076923
O00329_pIC50	P31751_pIC50	0.30526315789473685
O00329_pIC50	P32238_pEC50	0.12359550561797752
O00329_pIC50	P32239_pIC50	0.3235294117647059
O00329_pIC50	P32245_pKi	0.4752475247524752
O00329_pIC50	P32246_pIC50	0.4444444444444444
O00329_pIC50	P32247_pEC50	0.23404255319148937
O00329_pIC50	P32297_pEC50	0.1796875
O00329_pIC50	P33032_pKi	0.24468085106382978
O00329_pIC50	P33527_pIC50	0.14814814814814814
O00329_pIC50	P33981_pIC50	0.22916666666666666
O00329_pIC50	P34913_pIC50	0.3488372093023256
O00329_pIC50	P34969_pIC50	0.2391304347826087
O00329_pIC50	P34972_pIC50	0.34814814814814815
O00329_pIC50	P34995_pKi	0.375
O00329_pIC50	P34998_pKi	0.43564356435643564
O00329_pIC50	P35218_pKi	0.29896907216494845
O00329_pIC50	P35346_pIC50	0.20430107526881722
O00329_pIC50	P35348_pKi	0.46017699115044247
O00329_pIC50	P35367_pKi	0.4485981308411215
O00329_pIC50	P35368_pKi	0.41904761904761906
O00329_pIC50	P35372_pIC50	0.32061068702290074
O00329_pIC50	P35408_pIC50	0.23076923076923078
O00329_pIC50	P35414_pKi	0.13095238095238096
O00329_pIC50	P35462_pIC50	0.19540229885057472
O00329_pIC50	P35610_pIC50	0.46938775510204084
O00329_pIC50	P35968_pKi	0.3118279569892473
O00329_pIC50	P36544_pKi	0.27956989247311825
O00329_pIC50	P37058_pIC50	0.23076923076923078
O00329_pIC50	P37231_pIC50	0.3963963963963964
O00329_pIC50	P37288_pKi	0.3157894736842105
O00329_pIC50	P39748_pIC50	0.09900990099009901
O00329_pIC50	P39900_pIC50	0.2923076923076923
O00329_pIC50	P40763_pKi	0.13095238095238096
O00329_pIC50	P41143_pIC50	0.39823008849557523
O00329_pIC50	P41145_pEC50	0.3786407766990291
O00329_pIC50	P41146_pEC50	0.25555555555555554
O00329_pIC50	P41594_pKi	0.1935483870967742
O00329_pIC50	P41597_pIC50	0.34579439252336447
O00329_pIC50	P41968_pKi	0.3007518796992481
O00329_pIC50	P42224_pIC50	0.02247191011235955
O00329_pIC50	P42330_pIC50	0.40594059405940597
O00329_pIC50	P42336_pKi	0.3883495145631068
O00329_pIC50	P42338_pIC50	0.5625
O00329_pIC50	P42345_pIC50	0.35
O00329_pIC50	P42574_pIC50	0.3627450980392157
O00329_pIC50	P42785_pIC50	0.11578947368421053
O00329_pIC50	P42892_pIC50	0.12087912087912088
O00329_pIC50	P43003_pIC50	0.11956521739130435
O00329_pIC50	P43004_pIC50	0.26804123711340205
O00329_pIC50	P43005_pIC50	0.025
O00329_pIC50	P43115_pKi	0.3
O00329_pIC50	P43119_pIC50	0.08333333333333333
O00329_pIC50	P43166_pKi	0.38317757009345793
O00329_pIC50	P43220_pIC50	0.1678832116788321
O00329_pIC50	P43235_pKi	0.4368932038834951
O00329_pIC50	P43681_pIC50	0.27205882352941174
O00329_pIC50	P45452_pKi	0.43617021276595747
O00329_pIC50	P45983_pIC50	0.49523809523809526
O00329_pIC50	P46663_pKi	0.3958333333333333
O00329_pIC50	P47712_pIC50	0.28421052631578947
O00329_pIC50	P47900_pIC50	0.10588235294117647
O00329_pIC50	P47901_pEC50	0.11494252873563218
O00329_pIC50	P47929_pKd	0.3137254901960784
O00329_pIC50	P47989_pIC50	0.37142857142857144
O00329_pIC50	P48048_pIC50	0.03614457831325301
O00329_pIC50	P48067_pIC50	0.20689655172413793
O00329_pIC50	P48736_pKi	0.24
O00329_pIC50	P49137_pIC50	0.43564356435643564
O00329_pIC50	P49146_pEC50	0.14788732394366197
O00329_pIC50	P49238_pKi	0.0125
O00329_pIC50	P49354_pIC50	0.45045045045045046
O00329_pIC50	P49356_pIC50	0.46
O00329_pIC50	P49682_pKi	0.171875
O00329_pIC50	P49721_pIC50	0.20610687022900764
O00329_pIC50	P49760_pIC50	0.08641975308641975
O00329_pIC50	P49768_pEC50	0.12037037037037036
O00329_pIC50	P49840_pIC50	0.41346153846153844
O00329_pIC50	P49862_pKi	0.16393442622950818
O00329_pIC50	P50406_pEC50	0.023529411764705882
O00329_pIC50	P50579_pIC50	0.22935779816513763
O00329_pIC50	P51677_pKi	0.26881720430107525
O00329_pIC50	P51679_pIC50	0.35789473684210527
O00329_pIC50	P51681_pIC50	0.3851851851851852
O00329_pIC50	P52333_pKi	0.17518248175182483
O00329_pIC50	P52732_pIC50	0.43564356435643564
O00329_pIC50	P53350_pIC50	0.5045871559633027
O00329_pIC50	P53582_pIC50	0.21839080459770116
O00329_pIC50	P53779_pIC50	0.33088235294117646
O00329_pIC50	P55055_pEC50	0.3673469387755102
O00329_pIC50	P55210_pIC50	0.1839080459770115
O00329_pIC50	P55263_pIC50	0.21875
O00329_pIC50	P55899_pIC50	0.025
O00329_pIC50	P56703_pEC50	0.14130434782608695
O00329_pIC50	P56704_pIC50	0.06521739130434782
O00329_pIC50	P56817_pKi	0.25
O00329_pIC50	P62136_pIC50	0.04597701149425287
O00329_pIC50	P62937_pKd	0.15447154471544716
O00329_pIC50	P62942_pIC50	0.18681318681318682
O00329_pIC50	P62993_pIC50	0.35294117647058826
O00329_pIC50	P68400_pIC50	0.1951219512195122
O00329_pIC50	P78536_pIC50	0.4539877300613497
O00329_pIC50	P80365_pIC50	0.208
O00329_pIC50	P98170_pKi	0.2945205479452055
O00329_pIC50	Q00796_pIC50	0.11764705882352941
O00329_pIC50	Q00975_pIC50	0.20588235294117646
O00329_pIC50	Q01726_pKi	0.17142857142857143
O00329_pIC50	Q01959_pKi	0.3584905660377358
O00329_pIC50	Q02127_pKi	0.05813953488372093
O00329_pIC50	Q02763_pIC50	0.3020833333333333
O00329_pIC50	Q03181_pIC50	0.23711340206185566
O00329_pIC50	Q04760_pKi	0.2230769230769231
O00329_pIC50	Q05397_pIC50	0.2265625
O00329_pIC50	Q05586_pIC50	0.23577235772357724
O00329_pIC50	Q05655_pIC50	0.3269230769230769
O00329_pIC50	Q07075_pKi	0.12643678160919541
O00329_pIC50	Q07343_pKi	0.1532258064516129
O00329_pIC50	Q07817_pIC50	0.3425925925925926
O00329_pIC50	Q07869_pIC50	0.37037037037037035
O00329_pIC50	Q08499_pKi	0.09195402298850575
O00329_pIC50	Q08881_pKi	0.22340425531914893
O00329_pIC50	Q13093_pIC50	0.5652173913043478
O00329_pIC50	Q13133_pIC50	0.4205607476635514
O00329_pIC50	Q13255_pEC50	0.04819277108433735
O00329_pIC50	Q13258_pKi	0.08235294117647059
O00329_pIC50	Q13370_pIC50	0.2111111111111111
O00329_pIC50	Q13489_pIC50	0.21
O00329_pIC50	Q13490_pIC50	0.075
O00329_pIC50	Q13526_pKd	0.047619047619047616
O00329_pIC50	Q13535_pIC50	0.15555555555555556
O00329_pIC50	Q13627_pIC50	0.39
O00329_pIC50	Q13822_pIC50	0.24752475247524752
O00329_pIC50	Q13882_pIC50	0.2033898305084746
O00329_pIC50	Q13936_pIC50	0.22330097087378642
O00329_pIC50	Q13946_pIC50	0.2857142857142857
O00329_pIC50	Q14289_pIC50	0.13131313131313133
O00329_pIC50	Q14397_pIC50	0.024390243902439025
O00329_pIC50	Q14416_pIC50	0.2878787878787879
O00329_pIC50	Q14432_pIC50	0.3287671232876712
O00329_pIC50	Q14832_pEC50	0.11458333333333333
O00329_pIC50	Q15303_pIC50	0.21100917431192662
O00329_pIC50	Q15746_pIC50	0.07936507936507936
O00329_pIC50	Q15761_pIC50	0.26804123711340205
O00329_pIC50	Q16348_pKi	0.06172839506172839
O00329_pIC50	Q16602_pIC50	0.43
O00329_pIC50	Q16665_pIC50	0.10752688172043011
O00329_pIC50	Q16769_pIC50	0.23
O00329_pIC50	Q16790_pKi	0.36283185840707965
O00329_pIC50	Q16853_pIC50	0.13333333333333333
O00329_pIC50	Q5NUL3_pEC50	0.24074074074074073
O00329_pIC50	Q5S007_pKi	0.07692307692307693
O00329_pIC50	Q6V1X1_pKi	0.1326530612244898
O00329_pIC50	Q86TI2_pKi	0.16666666666666666
O00329_pIC50	Q86V86_pIC50	0.12121212121212122
O00329_pIC50	Q8IU80_pKi	0.05063291139240506
O00329_pIC50	Q8IV61_pKi	0.14772727272727273
O00329_pIC50	Q8NER1_pEC50	0.35353535353535354
O00329_pIC50	Q8TDS4_pIC50	0.2647058823529412
O00329_pIC50	Q8TDU6_pEC50	0.20535714285714285
O00329_pIC50	Q8TEK3_pKi	0.0379746835443038
O00329_pIC50	Q92731_pIC50	0.2585034013605442
O00329_pIC50	Q92843_pKi	0.12790697674418605
O00329_pIC50	Q92847_pKi	0.30344827586206896
O00329_pIC50	Q96EB6_pIC50	0.3191489361702128
O00329_pIC50	Q96GD4_pIC50	0.4339622641509434
O00329_pIC50	Q96KS0_pIC50	0.13008130081300814
O00329_pIC50	Q96LA8_pIC50	0.16153846153846155
O00329_pIC50	Q99500_pEC50	0.4326923076923077
O00329_pIC50	Q99685_pIC50	0.325
O00329_pIC50	Q99720_pIC50	0.53
O00329_pIC50	Q99808_pIC50	0.20454545454545456
O00329_pIC50	Q9BY41_pIC50	0.4423076923076923
O00329_pIC50	Q9GZT9_pIC50	0.29591836734693877
O00329_pIC50	Q9H228_pIC50	0.06896551724137931
O00329_pIC50	Q9H244_pKi	0.3026315789473684
O00329_pIC50	Q9H3R0_pIC50	0.22988505747126436
O00329_pIC50	Q9HBA0_pIC50	0.27906976744186046
O00329_pIC50	Q9HBH1_pIC50	0.07317073170731707
O00329_pIC50	Q9HC97_pEC50	0.03614457831325301
O00329_pIC50	Q9HCR9_pIC50	0.12307692307692308
O00329_pIC50	Q9NPH5_pKi	0.025
O00329_pIC50	Q9NRA0_pIC50	0.125
O00329_pIC50	Q9NTG7_pIC50	0.08433734939759036
O00329_pIC50	Q9UBN7_pIC50	0.37254901960784315
O00329_pIC50	Q9UHC3_pIC50	0.09900990099009901
O00329_pIC50	Q9UHL4_pIC50	0.3055555555555556
O00329_pIC50	Q9ULX7_pKi	0.28431372549019607
O00329_pIC50	Q9UM73_pIC50	0.4205607476635514
O00329_pIC50	Q9UNA0_pIC50	0.5504587155963303
O00329_pIC50	Q9UNQ0_pEC50	0.13095238095238096
O00329_pIC50	Q9Y239_pEC50	0.039603960396039604
O00329_pIC50	Q9Y243_pIC50	0.3103448275862069
O00329_pIC50	Q9Y271_pKi	0.14705882352941177
O00329_pIC50	Q9Y2D0_pKi	0.2222222222222222
O00329_pIC50	Q9Y2R2_pIC50	0.2708333333333333
O00329_pIC50	Q9Y337_pIC50	0.24060150375939848
O00329_pIC50	Q9Y5N1_pIC50	0.33663366336633666
O00329_pIC50	Q9Y5S8_pKi	0.23140495867768596
O00329_pIC50	Q9Y5Y6_pKi	0.29285714285714287
O00408_pIC50	O00444_pIC50	0.16379310344827586
O00408_pIC50	O00519_pIC50	0.3888888888888889
O00408_pIC50	O14672_pIC50	0.06779661016949153
O00408_pIC50	O14684_pIC50	0.411214953271028
O00408_pIC50	O14757_pKi	0.12844036697247707
O00408_pIC50	O14842_pIC50	0.15853658536585366
O00408_pIC50	O14920_pIC50	0.42105263157894735
O00408_pIC50	O14965_pIC50	0.31125827814569534
O00408_pIC50	O15054_pIC50	0.08490566037735849
O00408_pIC50	O15530_pIC50	0.2916666666666667
O00408_pIC50	O15554_pIC50	0.1
O00408_pIC50	O43451_pIC50	0.05357142857142857
O00408_pIC50	O43570_pKi	0.3486238532110092
O00408_pIC50	O43613_pEC50	0.175
O00408_pIC50	O43614_pEC50	0.31521739130434784
O00408_pIC50	O60341_pIC50	0.2736842105263158
O00408_pIC50	O60674_pIC50	0.37272727272727274
O00408_pIC50	O60725_pIC50	0.2558139534883721
O00408_pIC50	O60885_pKi	0.058823529411764705
O00408_pIC50	O75469_pEC50	0.16176470588235295
O00408_pIC50	O75762_pEC50	0.16521739130434782
O00408_pIC50	O75908_pIC50	0.15517241379310345
O00408_pIC50	O76074_pIC50	0.3333333333333333
O00408_pIC50	O94925_pIC50	0.33974358974358976
O00408_pIC50	O95749_pIC50	0.04411764705882353
O00408_pIC50	O95822_pIC50	0.2875
O00408_pIC50	O95931_pIC50	0.175
O00408_pIC50	O96017_pIC50	0.30526315789473685
O00408_pIC50	P00374_pKi	0.2916666666666667
O00408_pIC50	P00519_pKi	0.2818181818181818
O00408_pIC50	P00533_pKi	0.21238938053097345
O00408_pIC50	P00734_pKd	0.08450704225352113
O00408_pIC50	P00742_pKi	0.3333333333333333
O00408_pIC50	P00749_pIC50	0.24731182795698925
O00408_pIC50	P00797_pKi	0.13761467889908258
O00408_pIC50	P00915_pIC50	0.20481927710843373
O00408_pIC50	P00918_pIC50	0.2625
O00408_pIC50	P03372_pKi	0.3695652173913043
O00408_pIC50	P03951_pKi	0.19387755102040816
O00408_pIC50	P03956_pKi	0.3431372549019608
O00408_pIC50	P04035_pIC50	0.21311475409836064
O00408_pIC50	P04054_pIC50	0.21649484536082475
O00408_pIC50	P04062_pIC50	0.3645833333333333
O00408_pIC50	P04150_pKi	0.30303030303030304
O00408_pIC50	P04626_pIC50	0.17557251908396945
O00408_pIC50	P04798_pIC50	0.2857142857142857
O00408_pIC50	P05067_pKi	0.15384615384615385
O00408_pIC50	P05106_pIC50	0.3958333333333333
O00408_pIC50	P05121_pIC50	0.18292682926829268
O00408_pIC50	P05164_pIC50	0.0945945945945946
O00408_pIC50	P05412_pIC50	0.28695652173913044
O00408_pIC50	P06239_pIC50	0.34
O00408_pIC50	P06401_pIC50	0.3465346534653465
O00408_pIC50	P07099_pIC50	0.17894736842105263
O00408_pIC50	P07477_pKi	0.3333333333333333
O00408_pIC50	P07550_pEC50	0.2781954887218045
O00408_pIC50	P07711_pKi	0.3645833333333333
O00408_pIC50	P07858_pIC50	0.37755102040816324
O00408_pIC50	P07900_pIC50	0.39
O00408_pIC50	P08069_pIC50	0.3655913978494624
O00408_pIC50	P08172_pIC50	0.18181818181818182
O00408_pIC50	P08173_pIC50	0.08974358974358974
O00408_pIC50	P08183_pIC50	0.42424242424242425
O00408_pIC50	P08235_pKi	0.13513513513513514
O00408_pIC50	P08238_pIC50	0.3627450980392157
O00408_pIC50	P08246_pIC50	0.2903225806451613
O00408_pIC50	P08253_pKi	0.35353535353535354
O00408_pIC50	P08254_pIC50	0.3357142857142857
O00408_pIC50	P08514_pIC50	0.3584905660377358
O00408_pIC50	P08575_pIC50	0.07792207792207792
O00408_pIC50	P08581_pKi	0.2465753424657534
O00408_pIC50	P08588_pIC50	0.23809523809523808
O00408_pIC50	P08648_pIC50	0.28421052631578947
O00408_pIC50	P08709_pIC50	0.3595505617977528
O00408_pIC50	P08842_pIC50	0.32
O00408_pIC50	P08908_pEC50	0.2624113475177305
O00408_pIC50	P08913_pKi	0.37755102040816324
O00408_pIC50	P09038_pKd	0.16216216216216217
O00408_pIC50	P09237_pIC50	0.1
O00408_pIC50	P09467_pIC50	0.39814814814814814
O00408_pIC50	P09619_pIC50	0.30851063829787234
O00408_pIC50	P09871_pKi	0.09090909090909091
O00408_pIC50	P09874_pEC50	0.2857142857142857
O00408_pIC50	P0DMS8_pKi	0.38095238095238093
O00408_pIC50	P10275_pKi	0.26732673267326734
O00408_pIC50	P10323_pIC50	0.25842696629213485
O00408_pIC50	P10415_pKi	0.35353535353535354
O00408_pIC50	P10635_pKi	0.15853658536585366
O00408_pIC50	P10636_pKi	0.014285714285714285
O00408_pIC50	P10827_pIC50	0.234375
O00408_pIC50	P10828_pIC50	0.21774193548387097
O00408_pIC50	P11137_pIC50	0.11811023622047244
O00408_pIC50	P11142_pIC50	0.14634146341463414
O00408_pIC50	P11229_pIC50	0.3763440860215054
O00408_pIC50	P11309_pKi	0.2608695652173913
O00408_pIC50	P11362_pIC50	0.38461538461538464
O00408_pIC50	P11387_pIC50	0.2894736842105263
O00408_pIC50	P11473_pIC50	0.18253968253968253
O00408_pIC50	P11802_pIC50	0.38613861386138615
O00408_pIC50	P12821_pIC50	0.18461538461538463
O00408_pIC50	P12931_pIC50	0.3559322033898305
O00408_pIC50	P13497_pIC50	0.1978021978021978
O00408_pIC50	P13569_pIC50	0.14925373134328357
O00408_pIC50	P13612_pIC50	0.32673267326732675
O00408_pIC50	P13726_pIC50	0.13043478260869565
O00408_pIC50	P13866_pIC50	0.36
O00408_pIC50	P14061_pIC50	0.27380952380952384
O00408_pIC50	P14174_pKi	0.15315315315315314
O00408_pIC50	P14555_pIC50	0.28735632183908044
O00408_pIC50	P14780_pKi	0.3711340206185567
O00408_pIC50	P14867_pIC50	0.04477611940298507
O00408_pIC50	P14902_pKi	0.13095238095238096
O00408_pIC50	P14920_pIC50	0.20454545454545456
O00408_pIC50	P15056_pKd	0.06097560975609756
O00408_pIC50	P15121_pIC50	0.3516483516483517
O00408_pIC50	P15144_pKi	0.19736842105263158
O00408_pIC50	P15382_pIC50	0.06097560975609756
O00408_pIC50	P16050_pIC50	0.21333333333333335
O00408_pIC50	P16083_pIC50	0.1951219512195122
O00408_pIC50	P16109_pIC50	0.26262626262626265
O00408_pIC50	P16581_pIC50	0.16964285714285715
O00408_pIC50	P17655_pKi	0.13186813186813187
O00408_pIC50	P17706_pIC50	0.38372093023255816
O00408_pIC50	P17948_pIC50	0.3118279569892473
O00408_pIC50	P18031_pKi	0.3163265306122449
O00408_pIC50	P18084_pIC50	0.3111111111111111
O00408_pIC50	P18089_pEC50	0.012658227848101266
O00408_pIC50	P18405_pIC50	0.2
O00408_pIC50	P18825_pKi	0.3557692307692308
O00408_pIC50	P19634_pIC50	0.2755102040816326
O00408_pIC50	P19793_pIC50	0.20833333333333334
O00408_pIC50	P20309_pKd	0.19672131147540983
O00408_pIC50	P20648_pIC50	0.23232323232323232
O00408_pIC50	P20701_pIC50	0.391304347826087
O00408_pIC50	P21397_pKi	0.2809917355371901
O00408_pIC50	P21452_pKi	0.45161290322580644
