index1	index2	feature_jaccard_similarity
O00329_pIC50	O00408_pIC50	0.42
O00329_pIC50	O00444_pIC50	0.1984126984126984
O00329_pIC50	O00519_pIC50	0.48214285714285715
O00329_pIC50	O14672_pIC50	0.109375
O00329_pIC50	O14684_pIC50	0.4778761061946903
O00329_pIC50	O14757_pKi	0.16806722689075632
O00329_pIC50	O14842_pIC50	0.1326530612244898
O00329_pIC50	O14920_pIC50	0.5252525252525253
O00329_pIC50	O14965_pIC50	0.38961038961038963
O00329_pIC50	O15054_pIC50	0.09166666666666666
O00329_pIC50	O15530_pIC50	0.41414141414141414
O00329_pIC50	O15554_pIC50	0.16535433070866143
O00329_pIC50	O43451_pIC50	0.13559322033898305
O00329_pIC50	O43570_pKi	0.3813559322033898
O00329_pIC50	O43613_pEC50	0.1702127659574468
O00329_pIC50	O43614_pEC50	0.3173076923076923
O00329_pIC50	O60341_pIC50	0.37
O00329_pIC50	O60674_pIC50	0.5607476635514018
O00329_pIC50	O60725_pIC50	0.25252525252525254
O00329_pIC50	O60885_pKi	0.1276595744680851
O00329_pIC50	O75469_pEC50	0.11764705882352941
O00329_pIC50	O75762_pEC50	0.16279069767441862
O00329_pIC50	O75908_pIC50	0.16279069767441862
O00329_pIC50	O76074_pIC50	0.3333333333333333
O00329_pIC50	O94925_pIC50	0.41509433962264153
O00329_pIC50	O95749_pIC50	0.0875
O00329_pIC50	O95822_pIC50	0.26595744680851063
O00329_pIC50	O95931_pIC50	0.1702127659574468
O00329_pIC50	O96017_pIC50	0.41414141414141414
O00329_pIC50	P00374_pKi	0.37254901960784315
O00329_pIC50	P00519_pKi	0.2661290322580645
O00329_pIC50	P00533_pKi	0.2047244094488189
O00329_pIC50	P00734_pKd	0.10714285714285714
O00329_pIC50	P00742_pKi	0.47572815533980584
O00329_pIC50	P00749_pIC50	0.3069306930693069
O00329_pIC50	P00797_pKi	0.13821138211382114
O00329_pIC50	P00915_pIC50	0.20833333333333334
O00329_pIC50	P00918_pIC50	0.24468085106382978
O00329_pIC50	P03372_pKi	0.36538461538461536
O00329_pIC50	P03951_pKi	0.24299065420560748
O00329_pIC50	P03956_pKi	0.3783783783783784
O00329_pIC50	P04035_pIC50	0.26153846153846155
O00329_pIC50	P04054_pIC50	0.16521739130434782
O00329_pIC50	P04062_pIC50	0.3867924528301887
O00329_pIC50	P04150_pKi	0.4215686274509804
O00329_pIC50	P04626_pIC50	0.25
O00329_pIC50	P04798_pIC50	0.32231404958677684
O00329_pIC50	P05067_pKi	0.25925925925925924
O00329_pIC50	P05106_pIC50	0.3888888888888889
O00329_pIC50	P05121_pIC50	0.2696629213483146
O00329_pIC50	P05164_pIC50	0.11494252873563218
O00329_pIC50	P05412_pIC50	0.29133858267716534
O00329_pIC50	P06239_pIC50	0.3761467889908257
O00329_pIC50	P06401_pIC50	0.4205607476635514
O00329_pIC50	P07099_pIC50	0.1743119266055046
O00329_pIC50	P07477_pKi	0.4444444444444444
O00329_pIC50	P07550_pEC50	0.2916666666666667
O00329_pIC50	P07711_pKi	0.41346153846153844
O00329_pIC50	P07858_pIC50	0.42452830188679247
O00329_pIC50	P07900_pIC50	0.5196078431372549
O00329_pIC50	P08069_pIC50	0.4019607843137255
O00329_pIC50	P08172_pIC50	0.2903225806451613
O00329_pIC50	P08173_pIC50	0.10989010989010989
O00329_pIC50	P08183_pIC50	0.49523809523809526
O00329_pIC50	P08235_pKi	0.15447154471544716
O00329_pIC50	P08238_pIC50	0.37168141592920356
O00329_pIC50	P08246_pIC50	0.3076923076923077
O00329_pIC50	P08253_pKi	0.41509433962264153
O00329_pIC50	P08254_pIC50	0.35333333333333333
O00329_pIC50	P08514_pIC50	0.46788990825688076
O00329_pIC50	P08575_pIC50	0.17857142857142858
O00329_pIC50	P08581_pKi	0.2891566265060241
O00329_pIC50	P08588_pIC50	0.2631578947368421
O00329_pIC50	P08648_pIC50	0.2897196261682243
O00329_pIC50	P08709_pIC50	0.4270833333333333
O00329_pIC50	P08842_pIC50	0.3577981651376147
O00329_pIC50	P08908_pEC50	0.2847682119205298
O00329_pIC50	P08913_pKi	0.37272727272727274
O00329_pIC50	P09038_pKd	0.12087912087912088
O00329_pIC50	P09237_pIC50	0.10638297872340426
O00329_pIC50	P09467_pIC50	0.4649122807017544
O00329_pIC50	P09619_pIC50	0.39
O00329_pIC50	P09871_pKi	0.21739130434782608
O00329_pIC50	P09874_pEC50	0.2916666666666667
O00329_pIC50	P0DMS8_pKi	0.4375
O00329_pIC50	P10275_pKi	0.38461538461538464
O00329_pIC50	P10323_pIC50	0.23076923076923078
O00329_pIC50	P10415_pKi	0.4423076923076923
O00329_pIC50	P10635_pKi	0.07766990291262135
O00329_pIC50	P10636_pKi	0.03571428571428571
O00329_pIC50	P10827_pIC50	0.3082706766917293
O00329_pIC50	P10828_pIC50	0.2748091603053435
O00329_pIC50	P11137_pIC50	0.234375
O00329_pIC50	P11142_pIC50	0.0784313725490196
O00329_pIC50	P11229_pIC50	0.39805825242718446
O00329_pIC50	P11309_pKi	0.3069306930693069
O00329_pIC50	P11362_pIC50	0.3523809523809524
O00329_pIC50	P11387_pIC50	0.17525773195876287
O00329_pIC50	P11473_pIC50	0.23134328358208955
O00329_pIC50	P11802_pIC50	0.40540540540540543
O00329_pIC50	P12821_pIC50	0.25
O00329_pIC50	P12931_pIC50	0.3643410852713178
O00329_pIC50	P13497_pIC50	0.25
O00329_pIC50	P13569_pIC50	0.09411764705882353
O00329_pIC50	P13612_pIC50	0.42857142857142855
O00329_pIC50	P13726_pIC50	0.22448979591836735
O00329_pIC50	P13866_pIC50	0.4339622641509434
O00329_pIC50	P14061_pIC50	0.33695652173913043
O00329_pIC50	P14174_pKi	0.125
O00329_pIC50	P14555_pIC50	0.31958762886597936
O00329_pIC50	P14780_pKi	0.3669724770642202
O00329_pIC50	P14867_pIC50	0.06172839506172839
O00329_pIC50	P14902_pKi	0.09900990099009901
O00329_pIC50	P14920_pIC50	0.2589928057553957
O00329_pIC50	P15056_pKd	0.10752688172043011
O00329_pIC50	P15121_pIC50	0.3627450980392157
O00329_pIC50	P15144_pKi	0.22988505747126436
O00329_pIC50	P15382_pIC50	0.08421052631578947
O00329_pIC50	P16050_pIC50	0.17582417582417584
O00329_pIC50	P16083_pIC50	0.25274725274725274
O00329_pIC50	P16109_pIC50	0.3557692307692308
O00329_pIC50	P16581_pIC50	0.1951219512195122
O00329_pIC50	P17655_pKi	0.16666666666666666
O00329_pIC50	P17706_pIC50	0.35
O00329_pIC50	P17948_pIC50	0.36633663366336633
O00329_pIC50	P18031_pKi	0.35514018691588783
O00329_pIC50	P18084_pIC50	0.30097087378640774
O00329_pIC50	P18089_pEC50	0.09090909090909091
O00329_pIC50	P18405_pIC50	0.15463917525773196
O00329_pIC50	P18825_pKi	0.42727272727272725
O00329_pIC50	P19634_pIC50	0.3557692307692308
O00329_pIC50	P19793_pIC50	0.2222222222222222
O00329_pIC50	P20309_pKd	0.21804511278195488
O00329_pIC50	P20648_pIC50	0.26605504587155965
O00329_pIC50	P20701_pIC50	0.5
O00329_pIC50	P21397_pKi	0.35714285714285715
O00329_pIC50	P21452_pKi	0.42452830188679247
O00329_pIC50	P21453_pIC50	0.2545454545454545
O00329_pIC50	P21554_pIC50	0.43137254901960786
O00329_pIC50	P21728_pEC50	0.020202020202020204
O00329_pIC50	P21730_pIC50	0.11764705882352941
O00329_pIC50	P21731_pKd	0.16666666666666666
O00329_pIC50	P22303_pIC50	0.39622641509433965
O00329_pIC50	P22748_pKi	0.3394495412844037
O00329_pIC50	P22894_pKi	0.41237113402061853
O00329_pIC50	P23141_pIC50	0.26732673267326734
O00329_pIC50	P23458_pIC50	0.38
O00329_pIC50	P23526_pKi	0.1326530612244898
O00329_pIC50	P23975_pKi	0.3
O00329_pIC50	P24530_pKi	0.10752688172043011
O00329_pIC50	P24557_pIC50	0.3516483516483517
O00329_pIC50	P25024_pKi	0.25555555555555554
O00329_pIC50	P25025_pKi	0.18478260869565216
O00329_pIC50	P25100_pKi	0.3069306930693069
O00329_pIC50	P25101_pKi	0.3404255319148936
