index1	index2	feature_jaccard_similarity
O43614_pEC50	P39900_pKi	0.05714285714285714
O43614_pEC50	P40763_pKi	0.029411764705882353
O43614_pEC50	P41586_pIC50	0.041666666666666664
O43614_pEC50	P41968_pKi	0.08695652173913043
O43614_pEC50	P42574_pIC50	0.03125
O43614_pEC50	P47901_pKi	0.024390243902439025
O43614_pEC50	P49146_pEC50	0.0
O43614_pEC50	P49238_pKi	0.0
O43614_pEC50	P49327_pIC50	0.043478260869565216
O43614_pEC50	P49768_pEC50	0.0
O43614_pEC50	P53609_pIC50	0.0
O43614_pEC50	P55055_pIC50	0.01818181818181818
O43614_pEC50	P62937_pIC50	0.0
O43614_pEC50	P62942_pIC50	0.0
O43614_pEC50	P78536_pIC50	0.01834862385321101
O43614_pEC50	P98170_pIC50	0.06666666666666667
O43614_pEC50	Q00796_pIC50	0.0625
O43614_pEC50	Q04760_pKi	0.0625
O43614_pEC50	Q05586_pIC50	0.0
O43614_pEC50	Q07817_pIC50	0.125
O43614_pEC50	Q13093_pIC50	0.0
O43614_pEC50	Q13258_pKi	0.038461538461538464
O43614_pEC50	Q13946_pIC50	0.0
O43614_pEC50	Q15722_pKi	0.05
O43614_pEC50	Q15746_pIC50	0.04
O43614_pEC50	Q16602_pIC50	0.027777777777777776
O43614_pEC50	Q16790_pIC50	0.0
O43614_pEC50	Q8IU80_pKi	0.07692307692307693
O43614_pEC50	Q99500_pIC50	0.0
O43614_pEC50	Q9GZT9_pIC50	0.0
O43614_pEC50	Q9H228_pIC50	0.1
O43614_pEC50	Q9H244_pKi	0.0
O43614_pEC50	Q9HAZ1_pIC50	0.0
O43614_pEC50	Q9HBH1_pIC50	0.05
O43614_pEC50	Q9HC97_pEC50	0.0
O43614_pEC50	Q9NYA1_pIC50	0.0
O43614_pEC50	Q9Y239_pEC50	0.06666666666666667
O43614_pEC50	Q9Y5N1_pIC50	0.0
O60341_pIC50	O75469_pEC50	0.12698412698412698
O60341_pIC50	O94925_pIC50	0.10144927536231885
O60341_pIC50	O96017_pIC50	0.21311475409836064
O60341_pIC50	P00374_pKi	0.2714285714285714
O60341_pIC50	P00519_pKi	0.2077922077922078
O60341_pIC50	P00749_pIC50	0.1643835616438356
O60341_pIC50	P03372_pIC50	0.16216216216216217
O60341_pIC50	P03956_pKi	0.19642857142857142
O60341_pIC50	P04054_pIC50	0.0851063829787234
O60341_pIC50	P07477_pKi	0.16129032258064516
O60341_pIC50	P07900_pKd	0.11475409836065574
O60341_pIC50	P07947_pIC50	0.1935483870967742
O60341_pIC50	P08908_pIC50	0.15
O60341_pIC50	P09237_pIC50	0.10526315789473684
O60341_pIC50	P09871_pKi	0.06060606060606061
O60341_pIC50	P09874_pEC50	0.1956521739130435
O60341_pIC50	P10323_pIC50	0.2647058823529412
O60341_pIC50	P10415_pKi	0.26229508196721313
O60341_pIC50	P10721_pKi	0.1111111111111111
O60341_pIC50	P10826_pKi	0.0
O60341_pIC50	P11142_pIC50	0.05555555555555555
O60341_pIC50	P11309_pKi	0.1346153846153846
O60341_pIC50	P11387_pIC50	0.17142857142857143
O60341_pIC50	P11473_pIC50	0.1568627450980392
O60341_pIC50	P13726_pIC50	0.05555555555555555
O60341_pIC50	P16109_pIC50	0.16176470588235295
O60341_pIC50	P16581_pIC50	0.16666666666666666
O60341_pIC50	P17706_pIC50	0.07042253521126761
O60341_pIC50	P17931_pKd	0.034482758620689655
O60341_pIC50	P18858_pIC50	0.0
O60341_pIC50	P19793_pIC50	0.17391304347826086
O60341_pIC50	P21397_pKi	0.15151515151515152
O60341_pIC50	P21728_pEC50	0.03333333333333333
O60341_pIC50	P22894_pKi	0.22916666666666666
O60341_pIC50	P24530_pKi	0.08695652173913043
O60341_pIC50	P25929_pIC50	0.2631578947368421
O60341_pIC50	P28715_pIC50	0.10810810810810811
O60341_pIC50	P29274_pEC50	0.10256410256410256
O60341_pIC50	P30411_pKd	0.0
O60341_pIC50	P30531_pIC50	0.2222222222222222
O60341_pIC50	P30556_pIC50	0.15384615384615385
O60341_pIC50	P33527_pIC50	0.2564102564102564
O60341_pIC50	P35372_pEC50	0.14473684210526316
O60341_pIC50	P39748_pIC50	0.1702127659574468
O60341_pIC50	P39900_pKi	0.2127659574468085
O60341_pIC50	P40763_pKi	0.1956521739130435
O60341_pIC50	P41586_pIC50	0.07142857142857142
O60341_pIC50	P41968_pKi	0.25
O60341_pIC50	P42574_pIC50	0.10256410256410256
O60341_pIC50	P47901_pKi	0.10714285714285714
O60341_pIC50	P49146_pEC50	0.0
O60341_pIC50	P49238_pKi	0.022222222222222223
O60341_pIC50	P49327_pIC50	0.1
O60341_pIC50	P49768_pEC50	0.0625
O60341_pIC50	P53609_pIC50	0.07547169811320754
O60341_pIC50	P55055_pIC50	0.02702702702702703
O60341_pIC50	P62937_pIC50	0.06451612903225806
O60341_pIC50	P62942_pIC50	0.11428571428571428
O60341_pIC50	P78536_pIC50	0.14912280701754385
O60341_pIC50	P98170_pIC50	0.08333333333333333
O60341_pIC50	Q00796_pIC50	0.1935483870967742
O60341_pIC50	Q04760_pKi	0.027777777777777776
O60341_pIC50	Q05586_pIC50	0.22
O60341_pIC50	Q07817_pIC50	0.14634146341463414
O60341_pIC50	Q13093_pIC50	0.05128205128205128
O60341_pIC50	Q13258_pKi	0.044444444444444446
O60341_pIC50	Q13946_pIC50	0.08333333333333333
O60341_pIC50	Q15722_pKi	0.17142857142857143
O60341_pIC50	Q15746_pIC50	0.09523809523809523
O60341_pIC50	Q16602_pIC50	0.26666666666666666
O60341_pIC50	Q16790_pIC50	0.06060606060606061
O60341_pIC50	Q8IU80_pKi	0.0967741935483871
O60341_pIC50	Q99500_pIC50	0.023255813953488372
O60341_pIC50	Q9GZT9_pIC50	0.275
O60341_pIC50	Q9H228_pIC50	0.07692307692307693
O60341_pIC50	Q9H244_pKi	0.13333333333333333
O60341_pIC50	Q9HAZ1_pIC50	0.125
O60341_pIC50	Q9HBH1_pIC50	0.17142857142857143
O60341_pIC50	Q9HC97_pEC50	0.0
O60341_pIC50	Q9NYA1_pIC50	0.14634146341463414
O60341_pIC50	Q9Y239_pEC50	0.04
O60341_pIC50	Q9Y5N1_pIC50	0.18421052631578946
O75469_pEC50	O94925_pIC50	0.12790697674418605
O75469_pEC50	O96017_pIC50	0.1728395061728395
O75469_pEC50	P00374_pKi	0.29411764705882354
O75469_pEC50	P00519_pKi	0.2127659574468085
O75469_pEC50	P00749_pIC50	0.16483516483516483
O75469_pEC50	P03372_pIC50	0.22950819672131148
O75469_pEC50	P03956_pKi	0.14285714285714285
O75469_pEC50	P04054_pIC50	0.1076923076923077
O75469_pEC50	P07477_pKi	0.14814814814814814
O75469_pEC50	P07900_pKd	0.2361111111111111
O75469_pEC50	P07947_pIC50	0.16
O75469_pEC50	P08908_pIC50	0.08064516129032258
O75469_pEC50	P09237_pIC50	0.10526315789473684
O75469_pEC50	P09871_pKi	0.037037037037037035
O75469_pEC50	P09874_pEC50	0.11764705882352941
O75469_pEC50	P10323_pIC50	0.0847457627118644
O75469_pEC50	P10415_pKi	0.15294117647058825
O75469_pEC50	P10721_pKi	0.1509433962264151
O75469_pEC50	P10826_pKi	0.06557377049180328
O75469_pEC50	P11142_pIC50	0.017241379310344827
O75469_pEC50	P11309_pKi	0.1267605633802817
O75469_pEC50	P11387_pIC50	0.21176470588235294
O75469_pEC50	P11473_pIC50	0.2698412698412698
O75469_pEC50	P13726_pIC50	0.09259259259259259
O75469_pEC50	P16109_pIC50	0.14942528735632185
O75469_pEC50	P16581_pIC50	0.12
O75469_pEC50	P17706_pIC50	0.24358974358974358
O75469_pEC50	P17931_pKd	0.0
O75469_pEC50	P18858_pIC50	0.017857142857142856
O75469_pEC50	P19793_pIC50	0.1724137931034483
O75469_pEC50	P21397_pKi	0.18292682926829268
O75469_pEC50	P21728_pEC50	0.0
O75469_pEC50	P22894_pKi	0.1111111111111111
O75469_pEC50	P24530_pKi	0.12698412698412698
O75469_pEC50	P25929_pIC50	0.13114754098360656
O75469_pEC50	P28715_pIC50	0.06896551724137931
O75469_pEC50	P29274_pEC50	0.03225806451612903
O75469_pEC50	P30411_pKd	0.15789473684210525
O75469_pEC50	P30531_pIC50	0.1016949152542373
O75469_pEC50	P30556_pIC50	0.2972972972972973
O75469_pEC50	P33527_pIC50	0.14754098360655737
O75469_pEC50	P35372_pEC50	0.22727272727272727
O75469_pEC50	P39748_pIC50	0.15151515151515152
O75469_pEC50	P39900_pKi	0.09859154929577464
O75469_pEC50	P40763_pKi	0.10144927536231885
O75469_pEC50	P41586_pIC50	0.13793103448275862
O75469_pEC50	P41968_pKi	0.19736842105263158
O75469_pEC50	P42574_pIC50	0.13829787234042554
O75469_pEC50	P47901_pKi	0.23880597014925373
O75469_pEC50	P49146_pEC50	0.0
O75469_pEC50	P49238_pKi	0.08064516129032258
O75469_pEC50	P49327_pIC50	0.14035087719298245
O75469_pEC50	P49768_pEC50	0.0784313725490196
O75469_pEC50	P53609_pIC50	0.16417910447761194
O75469_pEC50	P55055_pIC50	0.19753086419753085
O75469_pEC50	P62937_pIC50	0.08
O75469_pEC50	P62942_pIC50	0.07142857142857142
O75469_pEC50	P78536_pIC50	0.1875
O75469_pEC50	P98170_pIC50	0.07352941176470588
O75469_pEC50	Q00796_pIC50	0.07407407407407407
O75469_pEC50	Q04760_pKi	0.0
O75469_pEC50	Q05586_pIC50	0.15492957746478872
O75469_pEC50	Q07817_pIC50	0.15254237288135594
O75469_pEC50	Q13093_pIC50	0.12727272727272726
O75469_pEC50	Q13258_pKi	0.046153846153846156
O75469_pEC50	Q13946_pIC50	0.05263157894736842
O75469_pEC50	Q15722_pKi	0.14814814814814814
O75469_pEC50	Q15746_pIC50	0.13559322033898305
O75469_pEC50	Q16602_pIC50	0.18181818181818182
O75469_pEC50	Q16790_pIC50	0.09803921568627451
O75469_pEC50	Q8IU80_pKi	0.03773584905660377
O75469_pEC50	Q99500_pIC50	0.031746031746031744
O75469_pEC50	Q9GZT9_pIC50	0.2
O75469_pEC50	Q9H228_pIC50	0.125
O75469_pEC50	Q9H244_pKi	0.15217391304347827
O75469_pEC50	Q9HAZ1_pIC50	0.09090909090909091
O75469_pEC50	Q9HBH1_pIC50	0.10714285714285714
O75469_pEC50	Q9HC97_pEC50	0.078125
O75469_pEC50	Q9NYA1_pIC50	0.13333333333333333
O75469_pEC50	Q9Y239_pEC50	0.057971014492753624
O75469_pEC50	Q9Y5N1_pIC50	0.1
O94925_pIC50	O96017_pIC50	0.19047619047619047
O94925_pIC50	P00374_pKi	0.2777777777777778
O94925_pIC50	P00519_pKi	0.3076923076923077
O94925_pIC50	P00749_pIC50	0.16842105263157894
O94925_pIC50	P03372_pIC50	0.35964912280701755
O94925_pIC50	P03956_pKi	0.273972602739726
O94925_pIC50	P04054_pIC50	0.14925373134328357
O94925_pIC50	P07477_pKi	0.32432432432432434
O94925_pIC50	P07900_pKd	0.16049382716049382
O94925_pIC50	P07947_pIC50	0.08620689655172414
O94925_pIC50	P08908_pIC50	0.1076923076923077
O94925_pIC50	P09237_pIC50	0.07936507936507936
O94925_pIC50	P09871_pKi	0.17307692307692307
O94925_pIC50	P09874_pEC50	0.208955223880597
O94925_pIC50	P10323_pIC50	0.09523809523809523
O94925_pIC50	P10415_pKi	0.19767441860465115
O94925_pIC50	P10721_pKi	0.1
O94925_pIC50	P10826_pKi	0.06060606060606061
O94925_pIC50	P11142_pIC50	0.0847457627118644
O94925_pIC50	P11309_pKi	0.2318840579710145
O94925_pIC50	P11387_pIC50	0.2
O94925_pIC50	P11473_pIC50	0.19718309859154928
O94925_pIC50	P13726_pIC50	0.10344827586206896
O94925_pIC50	P16109_pIC50	0.15384615384615385
O94925_pIC50	P16581_pIC50	0.12658227848101267
O94925_pIC50	P17706_pIC50	0.25925925925925924
O94925_pIC50	P17931_pKd	0.05660377358490566
O94925_pIC50	P18858_pIC50	0.03333333333333333
O94925_pIC50	P19793_pIC50	0.22988505747126436
O94925_pIC50	P21397_pKi	0.2
O94925_pIC50	P21728_pEC50	0.03636363636363636
