fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURF_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURF_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURFstar_tf_0_pc_0.1_md_XGBoost_tl_50_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_20_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_RandomForest_tl_50_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_20_cs_0.7	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.5	fr_MultiSURFstar_tf_1_pc_0.1_md_XGBoost_tl_50_cs_0.7
P35218_pKi	0.6248175	0.6260765	0.633032	0.6260765	0.625554	0.6153845	0.6407535	0.609381	0.5515385	0.312964	0.5543405	0.312964	0.6315375	0.4021305	0.675141	0.614942	0.5582185	0.399928	0.6098905	0.618953	0.595013	0.4422885	0.662528	0.6435985	0.489212	-0.0251425	0.557724	0.439822	0.545012	0.31676	0.5844165	0.4808845
P35236_pIC50	0.114562	0.0668605	0.1423295	0.1500185	0.1640945	0.1698475	0.1566005	0.1870935	0.0813105	0.024564	0.1428255	0.030043	0.139672	0.1301285	0.139672	0.1301285	0.0433195	0.048182	0.0840465	0.062811	0.0476425	0.067736	0.160431	0.129607	0.0024285	-0.0964975	0.101729	0.036506	-0.0758925	-0.059137	0.06767	-0.035052
P35346_pIC50	0.27002	0.206672	0.3010715	0.27002	0.3252995	0.3214535	0.3252995	0.3214535	0.2703125	0.213202	0.2703125	0.213202	0.316711	0.3204575	0.316711	0.3204575	0.1939965	0.1338235	0.230943	0.1939965	0.2430475	0.222235	0.2859995	0.222235	0.1459625	0.1228625	0.2704525	0.173982	0.2148405	0.246896	0.3449495	0.1542115
P37173_pIC50	-1.2615575	-0.674255	-0.7527445	-1.2615575	-0.682887	-0.5355455	-0.8486485	-1.21154	-0.807273	-0.807273	-1.125791	-0.807273	-0.5355455	-0.607525	-0.796978	-0.607525	-1.1222415	-0.8480015	-1.472216	-0.8480015	-1.2089025	NA	-1.788984	-3.670098	-0.980552	-0.674255	-1.002654	-0.980552	-0.5355455	-0.8499545	-1.2599015	-0.783978
P37231_pKi	0.16587	0.0880885	0.217736	0.16587	0.204898	0.09303	0.2189095	0.215097	0.283342	0.1169285	0.232618	0.252064	0.286192	0.1085645	0.317523	0.2795225	0.0692545	0.034979	0.18883	0.034979	0.258631	0.0819255	0.0895485	0.0819255	0.0428765	-0.0071575	0.157263	0.0884985	0.1411485	0.138677	0.32741	0.1411485
P37288_pIC50	0.052875	0.0456385	0.1784035	0.057318	0.0379775	-0.1158755	0.1142535	0.0638	0.119679	-0.032347	0.1498475	0.1782465	0.1584255	-0.19914	0.1689385	0.1229915	0.139792	0.028769	0.1475435	0.129234	0.104424	0.0718405	0.104424	0.0718405	0.064185	-0.2329595	0.1124635	-0.187821	0.0236465	-0.143602	0.1748355	-0.0726665
P41145_pIC50	0.5617475	0.560525	0.5795165	0.5465205	0.597717	0.604101	0.617195	0.6201075	0.5564625	0.5564625	0.5235735	0.550021	0.572777	0.580751	0.5835715	0.5868585	0.5390035	0.514176	0.5384985	0.5382615	0.5721795	0.5348745	0.560306	0.566696	0.494392	0.400424	0.542854	0.5193095	0.516928	0.510294	0.5767215	0.5374115
P41968_pEC50	0.2508445	0.2245695	0.252609	0.23142	0.272259	0.26954	0.2741985	0.267479	0.244269	0.234659	0.2585135	0.239853	0.27674	0.271355	0.27674	0.2733675	0.204279	0.2355405	0.16515	0.2355405	0.2458985	0.195914	0.2550705	0.271745	0.1395845	0.1403585	0.185267	0.074013	0.24549	0.2110105	0.2318535	0.2110105
P42345_pIC50	0.6551345	0.6512505	0.6574055	0.6512505	0.6775115	0.6619775	0.6745105	0.672344	0.6399535	0.64761	0.6472415	0.6455065	0.665608	0.663522	0.67693	0.6768145	0.6623495	0.666292	0.642513	0.660671	0.6647475	0.6516425	0.678272	0.6779065	0.5800965	0.5803565	0.650381	0.625776	0.60577	0.5666685	0.679715	0.6757545
P43119_pKi	-0.023661	0.143784	0.154075	0.04339	0.066319	0.0332895	-0.080782	0.0332895	0.110387	-0.0875895	0.1316155	-0.060334	-0.087416	0.030909	-0.0904675	0.066319	0.1760265	0.210642	0.139829	0.210642	0.134507	-0.0136005	0.134507	-0.0136005	0.210642	-0.270277	0.1264245	0.005722	0.134507	-0.4239305	0.124613	-0.045676
P43235_pKi	0.5886795	0.5838805	0.589216	0.5838805	0.6063875	0.6013015	0.6167885	0.6074535	0.5592735	0.556624	0.578494	0.556624	0.625703	0.5903435	0.595536	0.5903435	0.567578	0.446287	0.586735	0.592641	0.634071	0.5841595	0.6331445	0.6301765	0.55727	0.519342	0.568047	0.561436	0.560914	0.4715665	0.5983175	0.5639255
P45452_pKi	0.599664	0.607829	0.593091	0.5999965	0.601221	0.5952685	0.577389	0.606517	0.6084155	0.6059305	0.610769	0.6059305	0.5792925	0.6188815	0.5792925	0.6188815	0.588998	0.597137	0.5849835	0.5956135	0.606038	0.5434855	0.558529	0.5776125	0.5876225	0.6017345	0.5522205	0.6027665	0.597409	0.602691	0.6197125	0.602691
P45983_pIC50	0.4683615	0.4756705	0.5004995	0.501306	0.5107425	0.498363	0.5035595	0.503104	0.475008	0.456314	0.475008	0.456314	0.50014	0.499292	0.522456	0.5129525	0.4831885	0.478712	0.50244	0.496539	0.5239065	0.5055665	0.5244015	0.520989	0.4581595	0.448275	0.4845085	0.4576055	0.5032595	0.462268	0.515467	0.427074
P47712_pIC50	0.4474855	0.4906885	0.4474855	0.4906885	0.479528	0.4764635	0.55749	0.499391	0.4865665	0.4594475	0.5173165	0.4594475	0.486129	0.5005295	0.5002855	0.51357	0.5089075	0.485512	0.52606	0.5204645	0.573814	0.553843	0.5695055	0.570665	0.4443145	0.390263	0.506062	0.4753055	0.587827	0.380963	0.561393	0.534306
P47871_pIC50	0.5522575	0.556698	0.546616	0.5522575	0.5646445	0.5639365	0.5653155	0.5646445	0.5299285	0.5002645	0.502645	0.527376	0.511559	0.480118	0.5233125	0.480118	0.4996555	0.495418	0.4851015	0.495418	0.486533	0.4847615	0.519896	0.4962005	0.50044	0.3132955	0.508151	0.389021	0.502656	0.3775775	0.5240485	0.489029
P49759_pIC50	0.085244	0.0892925	0.0833915	0.0892925	0.078273	0.028183	0.053706	-0.017314	0.064909	0.101906	0.0257385	0.034205	0.078273	0.1072905	0.0868315	0.0641555	0.139551	-0.0031455	0.1067735	0.1608465	0.039052	-0.242582	0.1007485	0.0762845	0.10749	-0.1970985	0.1183735	-0.1970985	0.010761	-0.1343625	0.010761	-0.1343625
P49798_pEC50	-4.97741256709034e+26	-9.40292403949855e+26	-6.96676938054151e+26	-9.40292403949855e+26	-9.03601500931923e+26	-1.01873822283716e+27	-1.43006420089313e+27	-8.64972971843177e+26	-5.73135689922415e+26	-7.47610041128849e+26	-4.91031721523593e+26	-7.47610041128849e+26	-9.77435118290299e+26	-9.62711237408727e+26	-9.77435118290299e+26	-9.62711237408727e+26	-1.92902766871617e+27	-7.03109409955251e+26	-1.58095859918075e+27	-1.92902766871617e+27	-1.19826912363808e+27	-5.90015250277694e+26	-2.26932090657778e+27	-5.90015250277694e+26	-9.62138210260151e+26	-4.20282829952331e+26	-9.83497648561397e+26	-9.62138210260151e+26	-2.42614611776044e+27	-1.39308648837879e+27	-2.42614611776044e+27	-1.39308648837879e+27
P50406_pIC50	0.409321	0.40787	0.40496	0.4155635	0.4487325	0.423421	0.4462905	0.4431395	0.3601845	0.3494125	0.3951415	0.36768	0.4342505	0.42919	0.444266	0.4798185	0.4100705	0.4031175	0.405693	0.4038465	0.430765	0.424233	0.452979	0.441559	0.365126	0.360294	0.3932405	0.386159	0.433258	0.393222	0.452442	0.423928
P55072_pIC50	0.510119	0.4522055	0.470664	0.3937195	0.5059015	0.4010115	0.497236	0.362923	0.5279175	0.475055	0.4880675	0.402	0.4594975	0.4068715	0.4594975	0.4068715	0.40714	0.391377	0.4909925	0.475846	0.3084215	0.19869	0.5082125	0.479017	0.530594	-0.061385	0.493192	0.5067015	0.552221	0.472452	0.5421255	0.5271945
P60953_pKi	-0.4846015	-0.531733	-0.3797335	-0.531733	-0.4253325	-0.311288	-0.4253325	-0.311288	-0.5219525	-0.531733	-0.492407	-0.531733	-0.311288	-0.311288	-0.311288	-0.311288	-0.369139	-0.5755395	-0.3450495	-0.8613755	-0.8313575	-0.768711	-0.6897295	-0.8313575	-0.8613755	-1.092474	-0.349694	-0.8613755	-1.082164	-1.078349	-0.7307005	-1.078349
P62937_pIC50	0.7840635	0.7633195	0.7807345	0.7840635	0.7719565	0.7316845	0.7719565	0.7316845	0.6113015	0.5064595	0.678236	0.662194	0.6500325	0.5391435	0.638495	0.5391435	0.7793265	0.5296925	0.7793265	0.5296925	0.8073325	0.6840755	0.8073325	0.6840755	0.6267195	NA	0.6813715	0.6267195	NA	NA	0.6746265	NA
Q04609_pKi	-0.3665475	-0.645213	-0.381266	-0.645213	-0.694449	-0.9784505	-0.6831915	-0.9784505	-0.693769	-0.2532105	-0.512949	-0.625237	-0.970809	-0.302623	-0.970809	-0.302623	-0.441705	-0.6519585	-0.3107695	-0.376249	-0.2733365	-0.8514395	-0.272381	-0.8514395	-0.29202	-0.584123	-0.389181	-0.5522295	-0.9224135	-0.558386	-0.4411645	-0.7756855
Q07343_pIC50	0.518018	0.449059	0.5280165	0.5205035	0.558211	0.542241	0.5884495	0.582263	0.538529	0.5308745	0.526498	0.5154465	0.593001	0.5650765	0.595711	0.5936885	0.520826	0.54508	0.57728	0.546773	0.5632095	0.5599835	0.584549	0.565936	0.5087545	0.2993365	0.5053395	0.2993365	0.457029	0.347624	0.5838035	0.525161
Q07817_pKi	0.7099455	0.7175705	0.712405	0.7188425	0.7245765	0.741229	0.742535	0.737476	0.6611055	0.6611055	0.7245	0.6611055	0.650536	0.641355	0.724286	0.641355	0.588018	0.6701355	0.6432965	0.6750535	0.681428	0.665091	0.7214905	0.684445	0.624806	0.583965	0.6637415	0.61994	0.625159	0.5726575	0.7057615	0.632057
Q08345_pIC50	-0.3493835	-0.073072	-0.21317	-0.344386	-0.4851595	-0.1015535	-0.4851595	-0.4851595	-0.022203	NA	-0.37678	NA	-0.0184025	NA	-0.551284	NA	-0.503453	NA	-0.375328	-0.7324785	-0.702873	-0.2574035	-0.280457	-0.68899	-0.2189055	NA	-0.2189055	NA	-0.232116	NA	-0.232116	NA
Q08881_pKi	0.3001835	0.355934	0.288846	0.3380425	0.271867	0.22419	0.2297855	0.305442	0.3658425	0.3872795	0.3658425	0.3872795	0.341943	0.3679685	0.261168	0.3679685	-0.08637	-0.00465450000000001	0.045809	-0.082215	-0.2452295	-0.2452295	-0.0138445	-0.242195	-0.298405	-0.9062125	0.042683	-0.086438	-0.8820365	-1.0992685	-0.2093285	-1.304037
Q12791_pIC50	-0.33581	-0.940431	-0.4700865	-0.33581	-0.525647	-0.829144	-0.380985	-0.525647	-0.254993	-0.9203065	-0.341555	-0.339018	-0.8081685	-0.814477	-0.3039775	-0.298508	-0.6043435	-0.803261	-0.326903	-0.6033575	-0.488714	-1.102068	-0.6516865	-1.102068	-0.7357165	-1.1954295	-0.6265615	-1.019531	-0.7987845	-1.0494315	-0.5742815	-1.0494315
Q8TDS4_pIC50	0.5795875	0.55943	0.5616835	0.558491	0.591563	0.59932	0.591563	0.59932	0.5656955	0.5554175	0.562683	0.567844	0.5461685	0.586811	0.5461685	0.586811	0.5255395	0.484433	0.538693	0.480903	0.4476815	0.4463325	0.490583	0.493373	0.574518	0.208041	0.569894	0.5889225	0.573891	0.6144115	0.5704095	0.5966905
Q96EB6_pIC50	0.3259175	0.282832	0.382899	0.3505085	0.4115655	0.3577605	0.4115655	0.3577605	0.2437485	0.256578	0.38317	0.256578	0.3364955	0.2212135	0.339964	0.3364955	0.389068	0.3759945	0.4341135	0.378027	0.441119	0.455092	0.418799	0.4180775	0.2354305	-0.161436	0.4714735	0.3496935	0.2613175	-0.013308	0.424605	0.3986645
Q96GD4_pIC50	0.568985	0.5869775	0.5838515	0.5667925	0.5502735	0.5722365	0.5745455	0.5502735	0.5984055	0.5885715	0.574957	0.5885715	0.5839915	0.565642	0.587862	0.5745465	0.579988	0.5851525	0.5760115	0.594325	0.587103	0.5783305	0.582815	0.5936865	0.597197	0.5947385	0.5936515	0.597197	0.5887745	0.5957075	0.5887745	0.5957475
Q9GZU7_pIC50	-0.091412	-0.022544	-0.0234845	-0.065643	0.0349635	0.0457745	0.0444215	0.0349635	-0.020462	-0.0110455	-0.012752	-0.100949	-0.048048	-0.0177055	0.0119815	-0.0300495	-0.196616	-0.0171615	-0.0241955	-0.052879	0.0517185	0.0146575	0.060871	0.0247305	-0.018464	-0.018464	-0.086417	-0.018464	-0.0164675	-0.0164675	0.0142065	-0.01747
Q9H4B4_pIC50	0.3358705	0.382585	0.369272	0.3458755	0.2535745	0.2178385	0.2918785	0.2535745	0.3138285	0.382585	0.392833	0.3012435	0.235861	0.1602075	0.348836	0.235861	0.2708735	0.154097	0.292669	0.3089095	0.154062	0.322893	0.0648855	0.1406785	0.231146	-0.160534	0.265409	0.079615	0.1791345	0.1791345	0.241864	0.1791345
Q9HC97_pIC50	-0.065296	-0.164419	-0.0426935	-0.045043	0.107191	0.032127	0.0844055	0.054542	-0.266028	-0.3626955	-0.081235	-0.17297	-0.1604805	-0.2599345	0.01317	-0.1665955	-0.266128	-0.264428	-0.1826215	-0.23443	-0.349799	-0.4489425	-0.142784	-0.275409	-0.2905525	-0.6078925	-0.266568	-0.2950735	-0.319883	-0.2955005	-0.3418795	-0.2955005
Q9HCG7_pIC50	0.637936	0.541803	0.5844735	0.6521915	0.6470785	0.5623875	0.5736245	0.605329	0.4862675	0.44327	0.6453445	0.44929	0.469097	0.2815455	0.6703665	0.469097	0.4202565	0.5524895	0.5730385	0.433272	0.669773	0.528946	0.5064055	0.666001	-0.4279615	-0.5612885	-0.428534	-0.4184935	-0.3434945	-0.5193915	-0.3397925	-0.319883
Q9NR96_pIC50	-0.281978	-0.4632995	-0.601838	-0.281978	-0.2353835	-0.433085	-0.2353835	-0.433085	-0.429853	-0.729237	-0.769908	-0.729237	-0.269118	-0.290766	-0.237157	-0.290766	-0.277456	-0.380877	-0.1476415	-0.289088	-0.501248	-0.4802495	-0.360862	-0.3657245	-0.690658	NA	-0.6489505	-0.690658	-0.4670795	-0.4670795	-0.6815795	-0.4670795
Q9NUW8_pIC50	-0.124041	-0.61321	-0.1320865	-0.209514	-0.694708	-0.607402	-0.6752675	-0.607402	-0.172663	-0.354417	-0.24049	-0.236129	-0.871148	-0.6393915	0.0183675	-1.646228	-0.3173285	-0.497835	-0.35704	-0.311609	-0.649959	-0.7684	-0.649959	-0.7684	-0.660854	-0.179003	-0.103745	-0.5564585	-0.764005	-0.7408725	-0.764005	-0.7408725
Q9UIQ6_pKi	-0.0735415	0.1079585	-0.119676	-0.0735415	0.073979	-0.0209615	0.019581	-0.078995	0.106854	-0.1541245	0.106854	-0.1541245	-0.000295500000000008	-0.000295500000000008	0.1715815	0.0295395	-0.0897325	0.0499625	0.009593	-0.032825	0.0294965	0.0081855	0.277143	0.0494365	0.1606775	0.1308765	0.1694195	0.1308765	0.209694	0.219203	0.03194	0.219203
Q9UKV0_pIC50	-0.9104725	-0.2457505	-1.1094535	-0.239083	-0.5498465	-0.3600065	-0.208682	-0.5546595	-0.2457505	-0.667668	-0.2457505	-0.667668	-0.6009675	-1.1428735	-0.6009675	-1.1428735	-0.4174625	-0.587637	-0.7375435	-0.587637	-1.30283	-0.4829625	-0.561276	-0.6532425	-0.743417	-0.4820005	-0.5893515	-0.4820005	-1.4554175	-0.411865	-0.2289915	-0.3480465
Q9UQL6_pIC50	-0.0472435	-0.059662	-0.089843	-0.059662	-0.423326	-0.806819	-0.276286	-0.180333	-0.06033	-0.07585	-0.1080955	-0.07585	-0.2705855	-0.305016	-0.2705855	-0.305016	-0.11003	-0.0120015	-0.081203	-0.039815	-0.27717	-0.220705	-0.27717	-0.220705	-0.0642755	-0.5100695	-0.0462005	-0.17762	-0.255246	-0.7900505	-0.255246	-0.7900505
Q9Y4P1_pIC50	-0.121939	-0.227331	-0.133955	-0.1399075	-0.0984215	-0.1545215	-0.056195	-0.0948585	-0.2158015	-0.404321	-0.1212655	-0.3881515	-0.088158	-0.128848	-0.0926575	-0.1545215	-0.3937475	-0.1052345	-0.1159575	-0.2139985	-0.0983855	-0.1619085	-0.083186	-0.1619085	-0.180273	-0.180273	-0.183575	-0.180273	-0.3025925	-0.1212395	-0.3025925	-0.1212395
Q9Y5Y4_pKi	0.4515425	0.451275	0.4519215	0.4585975	0.508729	0.484884	0.504658	0.495187	0.447513	0.412371	0.4448695	0.446702	0.498081	0.484323	0.4983865	0.495068	0.461832	0.375405	0.4603525	0.4633235	0.4650655	0.437652	0.4862595	0.4650655	0.415854	0.405168	0.425017	0.405168	0.482385	0.466014	0.4595425	0.478865
Q9Y6Q9_pEC50	-0.445414	-0.5389035	-0.518252	-0.45059	-0.5897695	-1.0378475	-0.532566	-1.0378475	-0.338513	-0.425764	-0.514555	-0.7355645	-0.707601	NA	-0.687191	-0.5092175	-0.759599	-0.2351705	-0.674505	-0.2351705	-0.8600835	-0.2459265	-0.529806	-0.8600835	-0.691779	NA	-0.632402	-0.691779	-0.878462	NA	-1.101014	NA
