	constitutional_XLogP	constitutional_MW	constitutional_LipinskiFailures	constitutional_nRotB	constitutional_MLogP	constitutional_nAtomLAC	constitutional_nAtomP	constitutional_nAtomLC	constitutional_nB	constitutional_nBase	constitutional_nAtom	constitutional_nAromBond	constitutional_naAromAtom	constitutional_ALogP	constitutional_ALogp2	constitutional_AMR	electronic_tpsaEfficiency	electronic_TopoPSA	electronic_nHBDon	electronic_nHBAcc	electronic_PPSA.1	electronic_PPSA.2	electronic_PPSA.3	electronic_PNSA.1	electronic_PNSA.2	electronic_PNSA.3	electronic_DPSA.1	electronic_DPSA.2	electronic_DPSA.3	electronic_FPSA.1	electronic_FPSA.2	electronic_FPSA.3	electronic_FNSA.1	electronic_FNSA.2	electronic_FNSA.3	electronic_WPSA.1	electronic_WPSA.2	electronic_WPSA.3	electronic_WNSA.1	electronic_WNSA.2	electronic_WNSA.3	electronic_RPCG	electronic_RNCG	electronic_RPCS	electronic_RNCS	electronic_THSA	electronic_TPSA	electronic_RHSA	electronic_RPSA	electronic_bpol	electronic_apol	geometrical_topoShape	geometrical_geomShape	geometrical_MOMI.X	geometrical_MOMI.Y	geometrical_MOMI.Z	geometrical_MOMI.XY	geometrical_MOMI.XZ	geometrical_MOMI.YZ	geometrical_MOMI.R	geometrical_LOBMAX	geometrical_LOBMIN	geometrical_GRAV.1	geometrical_GRAV.2	geometrical_GRAV.3	geometrical_GRAVH.1	geometrical_GRAVH.2	geometrical_GRAVH.3	geometrical_GRAV.4	geometrical_GRAV.5	geometrical_GRAV.6	geometrical_PPSA.1	geometrical_PPSA.2	geometrical_PPSA.3	geometrical_PNSA.1	geometrical_PNSA.2	geometrical_PNSA.3	geometrical_DPSA.1	geometrical_DPSA.2	geometrical_DPSA.3	geometrical_FPSA.1	geometrical_FPSA.2	geometrical_FPSA.3	geometrical_FNSA.1	geometrical_FNSA.2	geometrical_FNSA.3	geometrical_WPSA.1	geometrical_WPSA.2	geometrical_WPSA.3	geometrical_WNSA.1	geometrical_WNSA.2	geometrical_WNSA.3	geometrical_RPCG	geometrical_RNCG	geometrical_RPCS	geometrical_RNCS	geometrical_THSA	geometrical_TPSA	geometrical_RHSA	geometrical_RPSA	hybrid_Wlambda1.unity	hybrid_Wlambda2.unity	hybrid_Wlambda3.unity	hybrid_Wnu1.unity	hybrid_Wnu2.unity	hybrid_Weta1.unity	hybrid_Weta2.unity	hybrid_Weta3.unity	hybrid_WT.unity	hybrid_WA.unity	hybrid_WV.unity	hybrid_WK.unity	hybrid_WD.unity	hybrid_BCUTw.1l	hybrid_BCUTw.1h	hybrid_BCUTc.1l	hybrid_BCUTc.1h	hybrid_BCUTp.1l	hybrid_BCUTp.1h	topological_nSmallRings	topological_nAromRings	topological_nRingBlocks	topological_nAromBlocks	topological_nRings3	topological_nRings4	topological_nRings5	topological_nRings6	topological_nRings7	topological_nRings8	topological_nRings9	topological_tpsaEfficiency	topological_Zagreb	topological_WPATH	topological_WPOL	topological_VAdjMat	topological_VABC	topological_TopoPSA	topological_topoShape	topological_geomShape	topological_PetitjeanNumber	topological_MDEC.11	topological_MDEC.12	topological_MDEC.13	topological_MDEC.14	topological_MDEC.22	topological_MDEC.23	topological_MDEC.24	topological_MDEC.33	topological_MDEC.34	topological_MDEC.44	topological_MDEO.11	topological_MDEO.12	topological_MDEO.22	topological_MDEN.11	topological_MDEN.12	topological_MDEN.13	topological_MDEN.22	topological_MDEN.23	topological_MDEN.33	topological_khs.sLi	topological_khs.ssBe	topological_khs.ssssBe	topological_khs.ssBH	topological_khs.sssB	topological_khs.ssssB	topological_khs.sCH3	topological_khs.dCH2	topological_khs.ssCH2	topological_khs.tCH	topological_khs.dsCH	topological_khs.aaCH	topological_khs.sssCH	topological_khs.ddC	topological_khs.tsC	topological_khs.dssC	topological_khs.aasC	topological_khs.aaaC	topological_khs.ssssC	topological_khs.sNH3	topological_khs.sNH2	topological_khs.ssNH2	topological_khs.dNH	topological_khs.ssNH	topological_khs.aaNH	topological_khs.tN	topological_khs.sssNH	topological_khs.dsN	topological_khs.aaN	topological_khs.sssN	topological_khs.ddsN	topological_khs.aasN	topological_khs.ssssN	topological_khs.sOH	topological_khs.dO	topological_khs.ssO	topological_khs.aaO	topological_khs.sF	topological_khs.sSiH3	topological_khs.ssSiH2	topological_khs.sssSiH	topological_khs.ssssSi	topological_khs.sPH2	topological_khs.ssPH	topological_khs.sssP	topological_khs.dsssP	topological_khs.sssssP	topological_khs.sSH	topological_khs.dS	topological_khs.ssS	topological_khs.aaS	topological_khs.dssS	topological_khs.ddssS	topological_khs.sCl	topological_khs.sGeH3	topological_khs.ssGeH2	topological_khs.sssGeH	topological_khs.ssssGe	topological_khs.sAsH2	topological_khs.ssAsH	topological_khs.sssAs	topological_khs.sssdAs	topological_khs.sssssAs	topological_khs.sSeH	topological_khs.dSe	topological_khs.ssSe	topological_khs.aaSe	topological_khs.dssSe	topological_khs.ddssSe	topological_khs.sBr	topological_khs.sSnH3	topological_khs.ssSnH2	topological_khs.sssSnH	topological_khs.ssssSn	topological_khs.sI	topological_khs.sPbH3	topological_khs.ssPbH2	topological_khs.sssPbH	topological_khs.ssssPb	topological_Kier1	topological_Kier2	topological_Kier3	topological_HybRatio	topological_fragC	topological_FMF	topological_ECCEN	topological_SCH.3	topological_SCH.4	topological_SCH.5	topological_SCH.6	topological_SCH.7	topological_VCH.3	topological_VCH.4	topological_VCH.5	topological_VCH.6	topological_VCH.7	topological_C1SP1	topological_C2SP1	topological_C1SP2	topological_C2SP2	topological_C3SP2	topological_C1SP3	topological_C2SP3	topological_C3SP3	topological_C4SP3	topological_ATSp1	topological_ATSp2	topological_ATSp3	topological_ATSp4	topological_ATSp5	topological_ATSm1	topological_ATSm2	topological_ATSm3	topological_ATSm4	topological_ATSm5	topological_ATSc1	topological_ATSc2	topological_ATSc3	topological_ATSc4	topological_ATSc5	toxicity_label
oxprenolol	2.024	265.16779359599997	0	9	2.67	3	8	7	19	1	42	6	6	1.7108	2.9268366399999906	76.1824	0.19127511419156398	50.72	2	2	480.55074228832603	875.636061045171	28.921135268523397	142.964031462905	-260.502066410725	-17.4355069139331	337.586710825421	1136.1381274559	46.356642182456504	0.770712679985439	1.4043549534153101	0.046384041703657	0.229287320014561	-0.41779614112986296	-0.0279632618952016	299.63048735389197	545.972020491	18.032755113582102	89.14018573215749	-162.426886999811	-10.871296148678999	0.115407462616764	0.213383525733915	2.7470812174687795	1.67115315091315	571.943828646535	51.5709451046971	0.9172899387861609	0.0827100612138387	29.635761	45.242239	1.0	0.874716156165071	3554.74204035967	3014.9516987350603	889.375900395868	1.1790378074219499	3.9968949448455096	3.38996334102721	7.0885130845601	1.89585260331195	1.84929260258634	1463.15905009276	38.2512620718946	11.352648182023099	1699.66331725162	41.2269731759636	11.934043974702599	3059.91666738724	55.3165135143859	14.517879912961	480.55074228832603	875.636061045171	28.921135268523397	142.964031462905	-260.502066410725	-17.4355069139331	337.586710825421	1136.1381274559	46.356642182456504	0.770712679985439	1.4043549534153101	0.046384041703657	0.229287320014561	-0.41779614112986296	-0.0279632618952016	299.63048735389197	545.972020491	18.032755113582102	89.14018573215749	-162.426886999811	-10.871296148678999	0.115407462616764	0.213383525733915	2.7470812174687795	1.67115315091315	571.943828646535	51.5709451046971	0.9172899387861609	0.0827100612138387	1.1200737944906398	3.49065790992948	13.871400764593501	0.0606030606245525	0.188866621088328	0.423724844288814	0.3529826881374671	0.60649619790564	18.482132469013603	67.86710174047221	140.583559938771	0.31289773871534	1.3832037303319198	11.85	15.9969274928003	-0.388901444930481	0.10955673404570401	5.09721105885749	8.826241783997519	1	1	1	1	0	0	0	1	0	0	0	0.19127511419156398	84	834	22	5.24792751344359	271.561374894651	50.72	1.0	0.874716156165071	0.5	0.45428014820803503	3.7823244816741197	2.61224468375638	0.0	7.993056076311739	9.44446088370231	0.0	1.7710301384923601	0.0	0.0	0.0	0.471404520791032	0.33333333333333304	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	2	1	3	0	1	4	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.052631578947402	9.83364839319471	7.3728	0.46666666666666706	1422.04	0.14285714285714302	343	0.0	0.0	0.0	0.0833333333333333	0.117851130197758	0.0	0.0	0.0	0.0277777777777778	0.0226804605813257	0	0	1	7	0	5	2	0	0	967.199624586841	1033.2657978121401	1236.4218697880801	1183.51688154137	1049.58477041476	21.6833874078993	20.9928237520237	26.155281616601897	26.261133464124303	22.546013459862	0.460220066360935	-0.193378016691784	-0.19861819717671103	0.22193483942414102	-0.0137607205628363	0
rilmenidine	1.6540000000000001	180.12626313200002	0	4	2.23	0	4	2	15	2	29	0	0	0.233000000000001	0.0542890000000003	46.0982	0.186646852132621	33.62	1	3	394.523103483368	418.50732369476196	20.8261771412608	95.7015434269116	-101.519521821219	-14.5912452760931	298.821560056456	520.026845515981	35.4174224173539	0.804780228758211	0.853705186657735	0.0424829254761489	0.19521977124178896	-0.20708775550365002	-0.029764405702685	193.404949103081	205.162604987631	10.2095053355655	46.9152553352265	-49.7673717393075	-7.152988063454	0.200776518924998	0.299944575507212	2.67719992431693	6.89345934245045	435.02896656304	55.195680347239396	0.887407373955759	0.11259262604424199	21.387311999999998	31.270688	1.0	0.92003179170751	1283.93412823158	1089.67399904642	375.863110813531	1.17827362069313	3.41596206515876	2.89912462196114	5.30651689500774	1.5066907621332801	1.27875098006801	1090.99927395222	33.0302781391895	10.294568644780199	1249.69698691572	35.3510535474647	10.771302950615802	1929.68198069755	43.9281456551213	12.449786786233801	394.523103483368	418.50732369476196	20.8261771412608	95.7015434269116	-101.519521821219	-14.5912452760931	298.821560056456	520.026845515981	35.4174224173539	0.804780228758211	0.853705186657735	0.0424829254761489	0.19521977124178896	-0.20708775550365002	-0.029764405702685	193.404949103081	205.162604987631	10.2095053355655	46.9152553352265	-49.7673717393075	-7.152988063454	0.200776518924998	0.299944575507212	2.67719992431693	6.89345934245045	435.02896656304	55.195680347239396	0.887407373955759	0.11259262604424199	0.914211355892598	2.41327643340004	6.884724498888099	0.08952138186068401	0.23631279543543	0.49550514567641707	0.40832270784804797	0.519866084603009	10.2122122881807	25.1150814230163	50.51668078774261	0.25562436702791397	1.42369393812747	11.9	15.994918151285999	-0.318234963998275	0.21303962289716602	6.005607072855789	9.64375550585656	3	0	3	0	2	0	1	0	0	0	0	0.186646852132621	72	251	14	4.90689059560852	172.594217273161	33.62	1.0	0.92003179170751	0.5	0.0	0.0	0.0	0.0	3.9859140339004395	9.087062918888211	0.0	3.3019272488946303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32	3.2925170068027203	1.92	0.9	805.03	0.448275862068966	152	0.577350269189626	0.33333333333333304	0.14433756729740602	0.510310363079829	0.8110682992852809	0.577350269189626	0.33333333333333304	0.0456435464587638	0.378320633538624	0.557335067929589	0	0	0	0	0	2	5	2	0	692.048740515625	827.460185054687	860.636979453125	795.05582503125	708.103628453125	14.494429638093902	16.3289116869869	17.2975412720836	15.4953655093957	14.996547820625999	0.290098970418966	-0.23420333550637196	0.15750114043556399	-0.0895341831884001	0.0110351863894919	1
saquinavir	3.8339999999999996	670.384268700001	2	16	4.43	4	13	9	53	1	99	17	16	1.3038	1.69989444	177.035	0.248737937009409	166.75	5	11	740.137565286415	3059.66877329023	39.5080732825645	311.564767976043	-1287.98352650134	-45.9688381531697	428.572797310372	4347.652299791571	85.47691143573421	0.7037519475595849	2.9092535753904	0.0375658321114565	0.296248052440414	-1.22466546451972	-0.0437089818091123	778.404404346917	3217.8607878796197	41.5507328539773	327.673393442781	-1354.5752800250698	-48.345534343052904	0.0604436110191988	0.0943071954438088	0.19388874570064604	2.2640972437186604	918.7967979034129	132.905535359045	0.8736281824660759	0.126371817533923	63.11235	110.82965	0.9	0.9778398594906891	22406.9686045968	17528.729020008603	6076.93763708755	1.2782996747237	3.6872138472916203	2.88446748458151	11.192515639310802	1.5042489893526203	1.36339283180414	3929.05435849043	62.6821693824522	15.7796008152696	4443.22900053657	66.6575502140348	16.439914921003002	10511.2031593504	102.524158905842	21.9053809392933	740.137565286415	3059.66877329023	39.5080732825645	311.564767976043	-1287.98352650134	-45.9688381531697	428.572797310372	4347.652299791571	85.47691143573421	0.7037519475595849	2.9092535753904	0.0375658321114565	0.296248052440414	-1.22466546451972	-0.0437089818091123	778.404404346917	3217.8607878796197	41.5507328539773	327.673393442781	-1354.5752800250698	-48.345534343052904	0.0604436110191988	0.0943071954438088	0.19388874570064604	2.2640972437186604	918.7967979034129	132.905535359045	0.8736281824660759	0.126371817533923	1.39883935858262	9.74559760205503	27.2524049111142	0.0364311044969489	0.253812478500341	0.45345578627824895	0.346940933109008	0.41403425731494004	38.3968418717519	317.345234056347	727.261180778751	0.282317312752032	1.2144309767022001	11.85	15.998978034451499	-0.39001130538344503	0.250247163760268	4.42382079045588	11.3138929070255	5	3	3	2	0	0	0	5	0	0	0	0.248737937009409	256	9512	77	6.7279204545632005	649.6157713219391	166.75	0.9	0.9778398594906891	0.47368421052631604	1.5	5.56785493629202	4.71201645118572	3.0	0.0	44.553266519578294	2.06542858906738	17.0631071633811	1.80963344534635	0.0	1.38931348491458	0.0	0.0	0.0	0.6247879873840511	0.111111111111111	0.991391958071284	0.743002319965344	0.0	0	0	0	0	0	0	3	0	9	0	0	11	6	0	0	4	2	2	1	0	1	0	0	3	0	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1908152367391	18.8501333333333	12.0	0.5	8257.11	0.353535353535354	1578	0.0	0.0	0.0	0.392325676582165	0.593305944127813	0.0	0.0	0.0	0.204853174169782	0.31262888924654203	0	0	4	13	2	5	11	3	0	3546.3438963246704	4142.56742958576	5747.377068559101	6045.58015381834	5958.288617161179	55.0322269853636	56.654643083828105	82.3638549814902	85.66434983756879	88.4082626292058	0.9628465569270559	-0.41950897710897206	-0.194547195814672	0.4531738079635879	-0.400004580369947	1
itraconazole	6.709	704.2393070560009	2	11	3.77	4	13	4	55	0	87	28	28	5.9601	35.52279201	186.2317	0.14311896395181603	100.79	0	10	810.133198631176	2966.85623893979	49.274865420017996	367.771018503879	-1346.84486772431	-48.793348746633995	442.362180127297	4313.7011066641	98.068214166652	0.6877751067074139	2.51875848288912	0.0418326589744845	0.31222489329258596	-1.14342477778045	-0.0414238679485427	954.259311108774	3494.67247548063	58.0410717770015	433.199033635774	-1586.45424951917	-57.4738912568017	0.0838539409659629	0.0935794216797165	0.9467165172930871	1.00471845302585	1088.2048582786801	89.69935885638	0.923848342206848	0.0761516577931526	60.307866000000004	103.306134	0.9285714285714292	0.9532156881204801	51142.3141450148	50159.2390867776	2847.53664440232	1.01959908236519	17.9601952605422	17.6149582430767	13.1581007419434	2.95616564771023	2.95616564771023	4511.8840264772	67.1705592240916	16.5241568734995	4887.79042266752	69.9127343383701	16.9708733343509	11049.525498801999	105.116723211875	22.2731278253437	810.133198631176	2966.85623893979	49.274865420017996	367.771018503879	-1346.84486772431	-48.793348746633995	442.362180127297	4313.7011066641	98.068214166652	0.6877751067074139	2.51875848288912	0.0418326589744845	0.31222489329258596	-1.14342477778045	-0.0414238679485427	954.259311108774	3494.67247548063	58.0410717770015	433.199033635774	-1586.45424951917	-57.4738912568017	0.0838539409659629	0.0935794216797165	0.9467165172930871	1.00471845302585	1088.2048582786801	89.69935885638	0.923848342206848	0.0761516577931526	1.75634564437543	2.66507699162021	71.00156794495041	0.0232866083782566	0.035335074505697	0.413920437526536	0.40836100493781	0.580305439236168	75.42299058094599	318.608736069143	726.3756078782851	0.456033737837035	1.40258688170051	11.85	34.969856922116996	-0.343301652625513	0.30728552548705296	5.335941768102151	11.519166106498599	7	5	7	5	0	0	3	4	0	0	0	0.14867105393149302	268	12096	81	6.78135971352466	603.103870598578	100.79	0.9285714285714292	0.9532156881204801	0.48148148148148107	0.33333333333333304	3.6019120783625	1.9436828559291002	0.0930484210398471	0.0	31.598410242080696	3.4635527125400496	5.5014041869172505	1.7058679865948898	0.0	0.0	0.17394640854895	1.04004191152595	0.0	0.0	0.0	0.29880951128678	1.83971434257052	1.2549306028545	0	0	0	0	0	0	2	0	8	0	0	14	2	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	3	2	0	3	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.320991735537206	16.9895850024035	8.70781893004115	0.37142857142857105	6297.14	0.482758620689655	2303	0.0	0.0	0.34262468477831	0.830702742732277	1.13996490990317	0.0	0.0	0.0896548195467019	0.254174525579293	0.31486847421299297	0	0	0	17	1	9	4	0	0	3577.3299482011403	4247.775163799571	6062.04886698824	6103.01392321693	5757.76148331747	70.40361836807321	64.77323858542469	96.6067724942865	99.69942807137258	108.62218453007	1.15295358979222	-0.685496769393125	-0.065940426736292	0.17877216008151003	0.0578723452561886	1
nizatidine	1.104	331.113666912001	0	10	1.79	2	7	9	21	1	42	5	5	0.938300000000001	0.880406890000001	87.4916	0.41336258112346597	136.87	2	4	477.714767695069	779.638128975997	26.1708666657676	247.072337749899	-403.226000432151	-26.7683503631577	230.64242994517002	1182.8641294081501	52.9392170289252	0.6591104672064859	1.0756788070855001	0.0361083502578326	0.340889532793515	-0.5563371608061372	-0.0369327077731658	346.241503706024	565.071662795043	18.968306697667803	179.07484451327	-292.25300569337	-19.4013551772498	0.0789881920971549	0.18542451583193303	1.26510355313772	1.4035291149411802	701.313517836426	23.473587608541198	0.9676131274519159	0.0323868725480845	33.393347	48.026653	1.0	0.8092321815310709	7090.629882684591	6720.25594940886	1146.5698616188301	1.05511306951163	6.18421094086093	5.86118314667768	8.4861337110063	2.11004137818018	2.11004137818018	1922.79527984885	43.8496896208953	12.4349587549085	2134.11367844496	46.196468246446706	12.8747612178192	3931.07413921455	62.6982785984954	15.7823042540553	477.714767695069	779.638128975997	26.1708666657676	247.072337749899	-403.226000432151	-26.7683503631577	230.64242994517002	1182.8641294081501	52.9392170289252	0.6591104672064859	1.0756788070855001	0.0361083502578326	0.340889532793515	-0.5563371608061372	-0.0369327077731658	346.241503706024	565.071662795043	18.968306697667803	179.07484451327	-292.25300569337	-19.4013551772498	0.0789881920971549	0.18542451583193303	1.26510355313772	1.4035291149411802	701.313517836426	23.473587608541198	0.9676131274519159	0.0323868725480845	1.15649332826979	2.8811480797358398	21.876669106234697	0.0446275939942246	0.111179808475035	0.45201987701873997	0.470895608121493	0.6149146673007111	25.914310514240398	91.6621735845425	190.47016974526298	0.383144448148055	1.53783015244094	11.993387067763699	31.9730730115787	-0.3200307485069411	0.119517055809647	3.5858510895630302	10.7920914929374	1	1	1	1	0	0	1	0	0	0	0	0.41336258112346597	94	1227	22	5.39231742277876	291.888283264356	136.87	1.0	0.8092321815310709	0.5	0.430674364248144	2.9841190534512205	1.6465164701101398	0.0	3.85970081508977	5.7746985538296505	0.0	0.655185348552224	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.655185348552224	1.11672011512621	0.0833333333333333	0	0	0	0	0	0	3	0	4	0	1	1	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.047619047618998	10.6804733727811	8.888888888888891	0.583333333333333	1344.09	0.11904761904761901	458	0.0	0.0	0.117851130197758	0.166666666666667	0.16596365263022697	0.0	0.0	0.0790569415042095	0.111803398874989	0.13299379044025098	0	0	4	1	0	4	0	0	0	1440.71449623232	1557.19902533038	1892.5715920254397	1595.07681519047	1520.0503015179002	36.604345654364295	30.447883344149602	37.9206848457602	33.756424946627895	39.516377643552396	0.397584281589702	-0.19112016251361702	-0.106968052618306	0.146453817268219	-0.00707504572099067	1
nateglinide	4.561	317.199093724001	0	7	3.11	3	6	6	24	0	50	6	6	1.8494	3.42028036	86.9455	0.20933225004033398	66.4	2	4	490.33523260793197	912.740391335265	23.903570520145003	175.244157777928	-326.210336342161	-30.936294581624303	315.09107483000304	1238.9507276774302	54.83986510176929	0.73670435066156	1.3713471368248302	0.0359139283238432	0.263295649338441	-0.49011483987364	-0.0464802471778602	326.357025203896	607.501193245477	15.9097238948436	116.638899702517	-217.118876800182	-20.5905600884349	0.148705071229296	0.17743580313429502	0.14029721865994002	4.46700247646019	548.674968159252	116.904422226608	0.8243569078080469	0.17564309219195298	32.092589000000004	54.949411	0.857142857142857	0.8994046272799909	6331.543219106629	6191.58418949521	567.3622046592141	1.02260472042824	11.159614029823599	10.9129302915308	7.464187772006019	3.1638710893328303	3.1638710893328303	1731.8395634341198	41.6153765264009	12.0088813035687	2005.62202273422	44.7841715646747	12.611004962362001	3784.1801438330604	61.515690224795996	15.5832223521377	490.33523260793197	912.740391335265	23.903570520145003	175.244157777928	-326.210336342161	-30.936294581624303	315.09107483000304	1238.9507276774302	54.83986510176929	0.73670435066156	1.3713471368248302	0.0359139283238432	0.263295649338441	-0.49011483987364	-0.0464802471778602	326.357025203896	607.501193245477	15.9097238948436	116.638899702517	-217.118876800182	-20.5905600884349	0.148705071229296	0.17743580313429502	0.14029721865994002	4.46700247646019	548.674968159252	116.904422226608	0.8243569078080469	0.17564309219195298	0.899778378215443	1.82946510270699	22.1542172258496	0.036159696145905	0.0735213290573003	0.3721415591878	0.488330092728741	0.5581913620801489	24.883460706772	62.1103660817048	123.462174939382	0.417739231097596	1.4186630139966898	11.85	15.996930523201401	-0.33038682644033696	0.276897025347252	4.4632989559208305	9.74702734969348	2	1	2	1	0	0	0	2	0	0	0	0.20933225004033398	112	1320	32	5.5849625007211605	325.752395996518	66.4	0.857142857142857	0.8994046272799909	0.46153846153846206	0.5	2.84616696813919	3.0473060356109904	0.0	11.212566260276501	17.801193835625103	0.0	5.92152855868781	0.0	0.0	0.814325284978472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	2	0	5	0	0	5	4	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.326388888888896	9.474609375	6.09418282548476	0.578947368421053	2095.04	0.32	475	0.0	0.0	0.0	0.18539540594929896	0.168393828513641	0.0	0.0	0.0	0.115408348288313	0.11245964968046099	0	0	2	5	1	2	6	3	0	1429.93597238535	1610.24778345344	2091.4593485302803	2044.9812089309698	1727.53107016135	25.6833874078993	25.328639797758605	34.8227523635466	35.265928879337395	31.3214635497823	0.38154455105546703	-0.17086868461329002	-0.0217846231111628	0.0757507720311967	-0.163325167971054	1
ursodeoxycholate	6.178	392.292659760001	1	4	3.66	5	3	6	31	0	68	0	0	0.106699999999992	0.0113848899999983	104.1515	0.19821936012662697	77.76	3	4	506.72884847252703	1084.5577114585801	27.869091339249703	138.746729668542	-296.961256607505	-37.2246355147279	367.982118803985	1381.51896806608	65.0937268539776	0.785047282395836	1.6802459274788402	0.0431760585265069	0.21495271760416396	-0.4600658284589729	-0.0576700912866955	327.08109642856203	700.055515831079	17.988817844468397	89.55762554798441	-191.681238794227	-24.0275931299596	0.120945388774932	0.18336671651525305	0.498267588413354	2.99224949166899	469.26849767112196	176.207080469946	0.7270120103112	0.2729879896888	44.68628	72.1197199999999	1.0	0.9255258978026929	8011.595500226741	7500.4422860846	1050.22084473259	1.0681497429945501	7.628486465879179	7.14177624992237	7.98599856176211	2.2640013663341	2.2640013663341	2033.3548457777697	45.0927360644458	12.668865487472699	2441.1995731089	49.4084969727769	13.464836836653	4976.38520289594	70.5434986578915	17.072796483729302	506.72884847252703	1084.5577114585801	27.869091339249703	138.746729668542	-296.961256607505	-37.2246355147279	367.982118803985	1381.51896806608	65.0937268539776	0.785047282395836	1.6802459274788402	0.0431760585265069	0.21495271760416396	-0.4600658284589729	-0.0576700912866955	327.08109642856203	700.055515831079	17.988817844468397	89.55762554798441	-191.681238794227	-24.0275931299596	0.120945388774932	0.18336671651525305	0.498267588413354	2.99224949166899	469.26849767112196	176.207080469946	0.7270120103112	0.2729879896888	1.31536057449442	2.5887178069146803	16.749149414908	0.063687893605133	0.125342044955138	0.474773612011178	0.49053660070313393	0.496801079914805	20.653227796317	68.7950894794401	146.480801424317	0.35822754607979707	1.46211129262912	11.9	15.997938822714401	-0.39332336625484793	0.258964592577518	3.9104864023644197	12.630727941312001	4	0	1	0	0	0	1	3	0	0	0	0.19821936012662697	160	1910	56	5.954196310386879	406.758703019847	77.76	1.0	0.9255258978026929	0.5	0.520020955762976	6.89277986358022	6.67198330815266	2.11247397109074	10.741844655705199	25.3939163164755	6.645487511396	9.956933310206528	6.499473355210591	0.25	0.763680493173124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	3	0	10	0	0	0	8	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.240374609781497	7.6018325697626	3.4489795918367303	0.958333333333333	4285.04	0.25	622	0.0	0.0	0.0833333333333333	0.384805740894417	0.9701899368714091	0.0	0.0	0.0833333333333333	0.384805740894417	0.915901184764505	0	0	1	0	0	3	12	6	2	2479.5093489304604	3095.3652690069202	4904.049151431261	5406.7786568649	4779.3672007695795	31.097876142163802	32.3283679085303	51.7670208983363	58.3246438399279	55.98882779419311	0.34259016558837396	-0.14066595376469598	-0.021473965231194003	0.00284440604993899	0.0117363345898379	1
